,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
10,76.0,195,80.0,30.0,7,14,5,16,5,10,8,14,11,15,5,15,11,9,10,10.404,3.62,8.334,0.5,1.095,3.667,0.299,2.525,4.668,0.541,2.073,2.834,0.731,0.714,2.263,2.977,4.738,0.928,0.167,3.26,2.383,6.141,13.299,2.524,2.571,2.239,0.761,1.046,0.728,0.499,0.833,0.599,1.262,2.786,0.453,54.918,54.863,10.785,4.524,10.048,0.537,1.736,4.476,0.388,2.787,5.571,0.5,0.977,1.43,0.683,0.238,0.571,0.417,1.572,3.572,0.44,0.4,-0.1,0.3,0.543,0.44,0.34,2.7,8.7,5.7,26.5,1.7,0.6,25.4,20.7
11,78.0,195,79.0,34.0,11,11,15,16,7,13,11,8,14,14,9,10,14,10,12,15.538,5.44,11.828,0.566,2.513,7.098,0.354,2.926,4.732,0.618,2.145,2.805,0.765,0.929,2.584,3.513,1.879,1.049,0.266,1.171,1.463,8.974,14.055,3.512,1.927,2.0,0.56,0.633,0.885,1.194,2.074,0.576,1.171,2.025,0.578,54.576,54.241,7.609,3.147,8.608,0.442,1.318,4.366,0.302,1.829,4.242,0.431,0.267,0.389,0.686,0.438,0.854,0.513,1.123,2.998,0.375,2.7,0.3,3.0,0.595,0.6,0.237,3.7,9.9,6.8,11.6,1.9,0.9,8.2,23.6
12,77.5,215,81.25,35.5,9,7,17,10,16,10,16,10,15,13,11,7,13,14,13,6.001,2.439,4.732,0.526,0.097,0.318,0.305,2.342,4.416,0.53,1.025,1.732,0.592,1.144,4.419,5.563,2.488,1.195,0.463,1.389,1.317,0.585,7.563,2.779,1.073,1.634,0.366,0.44,0.832,1.023,1.732,0.591,0.952,2.244,0.424,53.887,54.055,6.683,2.783,7.802,0.429,1.121,3.586,0.313,1.659,4.22,0.393,0.219,0.317,0.691,0.512,1.097,0.467,0.926,2.804,0.33,0.4,2.4,2.8,0.546,0.067,0.366,4.8,17.6,11.3,13.7,2.2,1.6,20.2,11.5
13,77.5,220,85.25,28.5,13,15,12,11,4,6,14,7,12,7,11,15,13,10,11,8.308,2.858,6.668,0.504,1.002,3.169,0.316,1.857,3.501,0.53,1.596,2.0,0.798,0.334,1.215,1.549,2.05,0.858,0.072,1.525,1.405,-1.143,12.78,2.381,0.977,2.095,0.643,0.904,0.711,0.548,0.833,0.658,0.667,1.762,0.379,43.216,43.11,6.117,2.547,6.165,0.496,1.024,3.334,0.307,1.524,2.834,0.538,0.239,0.31,0.771,0.594,0.836,0.711,0.689,1.691,0.407,-0.3,0.8,0.5,0.55,0.475,0.3,1.7,6.2,4.0,15.2,2.0,0.3,16.8,19.1
14,76.0,205,76.0,32.0,10,9,13,8,8,6,16,10,16,15,7,8,12,7,11,11.425,4.175,8.902,0.556,1.548,4.251,0.364,2.624,4.652,0.564,1.524,2.0,0.762,0.652,2.146,2.798,2.773,0.949,0.098,2.399,2.326,-6.699,12.1,3.451,1.749,1.625,0.774,1.001,0.773,0.949,1.499,0.633,0.898,2.151,0.417,53.24,53.46,7.575,3.226,7.225,0.524,1.124,3.35,0.336,2.099,3.874,0.542,0.35,0.4,0.875,0.724,0.977,0.741,1.025,2.5,0.41,-0.3,1.1,0.8,0.584,0.478,0.225,2.6,9.0,5.7,19.0,1.8,0.3,19.7,20.8
15,72.5,200,76.0,33.0,11,9,11,16,9,7,15,6,6,10,13,9,14,6,10,9.45,3.576,8.575,0.418,0.024,0.298,0.081,3.551,8.275,0.429,2.275,3.5,0.65,0.576,1.699,2.275,1.951,1.074,0.075,2.251,2.325,-4.425,8.471,3.701,1.501,2.748,0.977,1.276,0.766,0.875,2.174,0.402,1.699,4.824,0.352,57.227,57.54,8.55,3.475,8.027,0.533,1.602,4.4,0.364,1.875,3.623,0.518,0.351,0.4,0.877,0.5,0.748,0.668,1.027,2.476,0.415,-2.0,0.5,-1.5,0.467,0.035,0.408,2.2,6.6,4.3,11.3,1.9,0.2,18.2,19.3
16,75.5,210,81.0,30.5,8,9,10,11,10,14,16,12,18,6,10,9,14,15,11,8.215,2.953,6.238,0.542,0.858,2.286,0.375,2.095,3.951,0.53,1.454,2.358,0.617,0.809,2.048,2.857,5.691,1.762,0.239,3.381,1.714,2.072,10.961,2.856,1.952,2.356,0.975,1.307,0.746,0.451,0.738,0.611,0.664,1.905,0.349,60.112,60.724,7.167,2.977,8.335,0.43,1.215,4.357,0.279,1.762,3.976,0.443,0.452,0.738,0.612,0.43,0.619,0.695,0.881,2.62,0.336,0.2,2.1,2.3,0.565,0.366,0.378,3.1,7.3,5.3,28.0,2.9,0.7,31.7,15.9
17,76.0,205,82.0,31.0,4,11,13,17,3,11,18,16,16,18,11,9,10,9,12,9.025,3.473,6.999,0.506,0.132,0.526,0.251,3.343,6.475,0.516,1.947,2.395,0.813,0.261,1.581,1.842,6.605,1.658,0.209,2.79,1.71,1.422,8.852,3.16,3.213,1.897,1.314,1.658,0.793,0.263,0.526,0.5,1.764,4.289,0.411,53.627,53.579,8.659,3.447,8.815,0.491,1.762,4.735,0.372,1.684,4.078,0.413,0.579,0.922,0.628,0.131,0.344,0.381,0.975,2.816,0.346,2.4,0.5,2.9,0.56,0.075,0.342,1.2,6.2,3.8,36.2,3.1,0.7,25.7,18.6
18,72.5,195,75.0,31.0,13,12,13,10,7,10,12,11,5,9,14,14,19,15,12,14.427,5.126,10.55,0.564,1.651,4.075,0.405,3.473,6.476,0.536,2.526,3.149,0.802,0.849,2.973,3.822,0.851,1.973,0.098,1.675,2.075,9.1,13.025,4.051,2.124,2.448,0.775,1.175,0.66,1.25,2.749,0.455,1.451,2.551,0.569,60.253,59.932,8.627,3.676,8.15,0.529,1.275,3.5,0.364,2.398,4.65,0.516,0.35,0.374,0.936,1.126,1.901,0.592,0.926,2.374,0.39,0.6,-0.3,0.3,0.604,0.386,0.298,3.2,11.7,7.3,4.7,3.3,0.3,12.3,20.4
19,78.0,235,79.25,32.0,8,8,13,9,10,6,13,16,13,11,10,7,15,12,12,5.593,1.918,4.648,0.485,0.675,2.187,0.309,1.241,2.459,0.505,1.081,1.65,0.655,0.623,1.459,2.082,2.405,0.729,0.108,1.163,1.325,5.376,9.776,1.785,1.269,1.352,0.514,0.756,0.68,0.379,0.81,0.468,0.35,0.89,0.393,31.989,31.954,5.188,2.216,5.434,0.477,0.757,2.674,0.283,1.46,2.757,0.53,0.378,0.593,0.637,0.486,0.621,0.783,0.595,1.539,0.387,0.8,1.2,2.0,0.52,0.471,0.355,4.2,10.3,7.2,21.9,2.3,0.6,17.8,18.1
20,71.0,160,75.0,30.5,9,15,16,12,10,8,17,18,8,7,14,14,19,11,12,17.656,6.026,13.763,0.55,3.08,7.893,0.39,2.947,5.87,0.502,2.525,3.052,0.827,0.842,3.104,3.946,1.106,1.185,0.106,1.238,2.238,6.027,15.465,2.421,1.527,2.133,0.315,0.579,0.544,0.895,1.895,0.472,1.736,3.396,0.511,64.488,64.27,9.395,3.972,8.631,0.544,1.447,4.288,0.337,2.525,4.342,0.582,0.342,0.394,0.868,1.052,1.394,0.755,1.132,2.552,0.444,1.7,-0.6,1.1,0.584,0.573,0.222,2.8,10.8,6.7,5.6,1.8,0.3,7.6,22.6
21,77.0,220,80.0,33.5,8,10,7,18,5,9,8,14,13,9,9,9,10,13,10,9.815,3.534,8.303,0.504,1.305,4.187,0.312,2.233,4.116,0.543,1.441,1.883,0.765,0.766,1.232,1.998,4.977,0.93,0.093,3.047,2.489,-1.161,13.419,2.187,2.07,1.791,0.629,0.767,0.82,0.465,0.861,0.54,1.139,2.488,0.458,48.503,48.323,10.954,4.605,10.349,0.529,1.744,4.861,0.359,2.861,5.488,0.521,0.836,1.116,0.749,0.278,0.464,0.599,1.743,3.905,0.446,1.3,-1.4,-0.1,0.537,0.504,0.227,3.2,5.2,4.2,33.3,1.9,0.4,25.0,22.2
22,73.0,180,78.0,31.0,4,12,6,12,8,4,7,10,7,9,14,10,16,8,9,13.352,4.73,10.864,0.501,1.433,4.324,0.331,3.296,6.539,0.504,2.459,3.568,0.689,1.026,2.623,3.649,1.513,1.567,0.161,1.595,1.758,2.432,12.805,3.243,1.161,2.757,0.919,1.243,0.739,0.704,1.651,0.426,1.676,3.649,0.459,60.796,60.582,10.785,4.432,9.865,0.547,1.919,5.108,0.376,2.514,4.756,0.529,0.35,0.459,0.763,0.676,1.27,0.532,1.487,3.027,0.491,0.6,-1.3,-0.7,0.537,0.398,0.328,3.7,9.9,6.7,8.2,2.6,0.5,11.4,21.1
23,72.5,200,73.0,27.5,7,16,13,13,4,5,15,11,15,16,9,16,6,10,12,8.675,3.0,8.076,0.466,1.527,4.624,0.33,1.475,3.45,0.428,1.15,1.399,0.822,0.376,1.373,1.749,1.076,0.475,0.025,1.501,1.501,-7.05,15.934,1.399,0.525,1.274,0.174,0.324,0.537,0.525,1.048,0.501,0.775,2.076,0.373,37.514,37.112,5.227,2.276,5.498,0.476,0.677,2.399,0.282,1.6,3.1,0.516,0.224,0.275,0.815,0.475,0.726,0.654,0.898,2.1,0.428,-1.3,1.3,0.0,0.499,0.573,0.173,2.2,8.2,5.2,11.2,1.3,0.1,14.7,24.7
24,72.0,155,78.0,34.5,9,17,19,5,6,10,15,6,12,12,14,15,15,8,11,20.952,6.899,15.95,0.542,3.501,9.974,0.351,3.4,5.977,0.569,3.649,4.577,0.797,1.0,1.601,2.601,3.076,1.601,0.098,2.348,2.426,6.675,14.254,4.502,2.099,3.475,1.377,1.95,0.706,0.877,1.575,0.557,1.148,2.45,0.469,61.722,61.506,9.674,3.927,8.824,0.548,1.825,4.876,0.374,2.099,3.95,0.531,0.449,0.6,0.748,0.749,1.076,0.696,0.899,2.276,0.395,2.3,0.0,2.4,0.583,0.625,0.287,3.4,5.9,4.6,17.0,2.6,0.3,11.6,29.4
25,75.5,165,77.25,30.5,10,19,9,16,13,6,15,14,8,13,11,19,17,18,12,18.561,6.733,14.073,0.567,2.491,6.658,0.374,4.245,7.415,0.572,2.61,2.757,0.947,1.269,5.146,6.415,0.755,1.464,0.194,1.294,2.121,-3.952,13.428,4.439,1.148,1.951,0.51,0.684,0.746,1.707,3.22,0.53,2.022,3.51,0.576,57.204,56.903,7.732,3.295,7.634,0.507,1.147,3.537,0.324,2.148,4.099,0.524,0.269,0.341,0.789,0.902,1.488,0.606,0.976,2.268,0.43,2.3,2.0,4.2,0.607,0.473,0.196,4.6,20.7,12.2,5.1,2.6,0.6,7.8,25.9
26,78.0,210,79.0,28.0,15,16,9,7,8,12,12,13,15,11,12,15,14,15,12,14.827,5.171,11.073,0.554,1.929,5.049,0.382,3.245,6.024,0.539,2.563,3.757,0.682,1.123,2.56,3.683,3.707,1.463,0.171,2.098,2.001,8.855,12.988,3.854,1.707,2.853,0.902,1.293,0.698,1.022,1.902,0.537,1.317,2.829,0.466,62.497,62.494,8.853,3.537,9.294,0.476,1.781,5.293,0.336,1.754,4.0,0.439,0.292,0.391,0.747,0.635,1.244,0.51,0.83,2.367,0.351,1.3,1.5,2.8,0.583,0.456,0.339,4.0,8.9,6.5,18.5,2.3,0.5,14.2,21.4
27,80.5,205,80.25,25.5,14,10,11,7,7,10,14,13,16,11,10,10,12,5,11,11.763,4.309,10.69,0.475,1.546,5.285,0.293,2.761,5.404,0.511,1.595,2.168,0.736,0.976,1.668,2.644,7.024,0.882,0.237,3.572,2.88,3.216,12.763,3.523,3.666,2.096,0.905,1.191,0.76,0.856,1.595,0.537,1.001,2.618,0.382,60.913,60.684,9.334,3.904,8.881,0.525,1.523,4.143,0.368,2.382,4.737,0.503,0.809,1.047,0.773,0.524,1.048,0.5,1.047,2.641,0.396,1.9,0.3,2.2,0.505,0.494,0.203,3.4,6.0,4.6,37.7,1.5,0.7,23.5,22.0
28,75.5,215,79.0,27.5,11,9,11,7,12,9,11,10,13,12,9,8,8,10,10,10.195,3.879,9.194,0.502,1.464,3.95,0.371,2.413,5.244,0.46,0.975,1.635,0.596,1.024,3.78,4.804,1.392,0.805,0.146,1.316,1.682,3.026,11.933,3.902,1.172,1.683,0.195,0.316,0.617,1.756,3.292,0.533,0.464,1.634,0.284,60.904,60.655,9.562,4.049,9.416,0.508,1.463,4.244,0.345,2.583,5.172,0.499,0.364,0.535,0.68,0.878,1.709,0.514,1.341,2.926,0.458,-0.1,0.2,0.1,0.514,0.43,0.178,3.8,13.7,8.8,6.9,1.3,0.4,11.7,16.4
29,76.0,175,78.0,25.5,7,17,9,9,11,7,13,11,12,16,17,14,15,5,11,20.476,7.276,16.4,0.499,1.826,5.325,0.343,5.451,11.075,0.492,4.1,4.801,0.854,0.977,2.024,3.001,5.249,0.999,0.099,3.803,2.775,1.277,12.033,5.901,2.925,3.723,2.65,4.15,0.639,0.3,0.748,0.401,2.501,6.175,0.405,63.842,63.812,11.474,4.849,10.901,0.526,1.776,5.35,0.332,3.075,5.551,0.554,0.648,0.724,0.895,0.601,0.925,0.65,1.824,3.902,0.467,2.6,-0.1,2.5,0.553,0.325,0.293,3.3,7.2,5.2,29.2,1.6,0.3,17.0,31.2
30,71.5,205,75.0,33.0,10,16,12,11,5,8,17,10,16,15,13,14,16,17,12,14.148,5.031,10.439,0.551,1.442,3.646,0.396,3.588,6.796,0.528,2.649,2.881,0.919,0.412,1.235,1.647,4.235,0.912,0.087,3.149,2.09,-3.912,12.332,3.941,2.647,2.292,1.646,2.441,0.674,0.323,0.704,0.459,1.618,3.648,0.444,46.565,46.825,7.088,3.117,6.852,0.517,0.852,3.119,0.273,2.265,3.735,0.606,0.942,1.029,0.915,0.472,0.559,0.844,0.853,2.147,0.397,2.4,0.4,2.7,0.604,0.349,0.276,2.1,5.9,4.0,34.8,1.9,0.3,21.2,29.1
31,74.5,195,75.0,27.5,12,15,11,13,4,9,16,8,15,15,15,13,13,15,12,15.368,5.288,10.843,0.55,1.342,3.686,0.364,3.948,7.159,0.551,3.447,4.447,0.775,0.527,1.342,1.869,6.237,1.422,0.079,3.393,2.395,17.475,11.145,4.263,3.29,3.288,1.92,2.949,0.651,0.21,0.551,0.381,1.816,3.658,0.496,60.908,60.718,7.896,3.316,7.976,0.495,1.262,3.895,0.324,2.052,4.078,0.503,0.737,0.947,0.778,0.423,0.655,0.646,0.897,2.473,0.363,2.8,0.8,3.7,0.6,0.34,0.41,1.9,4.7,3.4,31.8,2.3,0.2,21.0,23.8
32,73.0,200,76.25,32.5,8,15,13,8,9,6,13,15,17,16,7,13,13,15,12,13.616,4.591,10.434,0.533,1.948,5.618,0.347,2.642,4.819,0.548,2.488,3.051,0.815,0.768,2.154,2.922,7.027,1.205,0.128,2.359,2.026,14.231,14.489,2.719,2.999,2.128,0.999,1.488,0.671,0.359,0.513,0.7,1.281,2.821,0.454,54.576,54.626,7.898,3.411,8.129,0.486,1.078,3.694,0.292,2.333,4.435,0.526,0.768,1.051,0.731,0.486,0.744,0.653,1.078,2.64,0.408,4.6,1.3,6.0,0.578,0.538,0.292,2.9,8.7,5.7,40.7,2.2,0.4,16.7,23.0
33,70.0,155,73.0,27.5,10,18,18,11,8,4,14,8,19,19,15,16,14,11,13,21.892,7.177,14.956,0.588,3.245,8.221,0.395,3.932,6.734,0.584,4.289,4.931,0.87,0.956,2.001,2.957,6.712,1.534,0.133,1.912,2.157,14.712,14.229,4.756,4.465,3.291,1.953,2.735,0.714,0.421,0.91,0.463,1.555,3.089,0.503,59.587,59.361,9.223,3.912,9.512,0.485,1.399,4.467,0.313,2.512,5.045,0.498,0.732,0.845,0.866,0.556,0.845,0.658,1.222,3.354,0.364,6.7,0.8,7.6,0.639,0.55,0.33,3.7,7.4,5.6,34.4,2.6,0.4,10.0,28.8
34,82.0,200,88.0,29.5,14,15,12,8,9,10,14,19,10,10,11,15,14,12,12,15.605,5.791,11.262,0.598,1.895,4.709,0.402,3.896,6.554,0.594,2.131,2.921,0.73,1.054,4.866,5.92,1.0,1.368,0.341,0.788,1.71,10.104,10.65,5.42,0.816,2.077,0.183,0.236,0.775,2.526,4.106,0.615,1.184,2.211,0.536,56.956,56.884,8.053,3.368,7.895,0.51,1.315,3.344,0.393,2.053,4.552,0.451,0.185,0.316,0.585,1.182,2.368,0.499,0.684,1.869,0.366,2.7,1.6,4.3,0.622,0.418,0.259,4.2,17.7,11.2,5.7,2.4,1.1,5.9,21.2
35,73.5,195,80.0,29.0,10,14,10,15,8,10,17,17,17,18,10,12,12,16,13,9.923,3.564,8.103,0.5,0.975,2.694,0.362,2.59,5.409,0.479,1.821,2.335,0.78,0.513,2.129,2.642,4.566,1.666,0.128,3.23,2.359,1.974,12.86,2.511,1.589,1.819,0.796,1.231,0.647,0.463,0.872,0.531,1.335,3.309,0.403,54.144,54.829,7.973,3.282,8.384,0.476,1.41,4.642,0.304,1.872,3.744,0.5,0.591,0.795,0.743,0.385,0.59,0.653,0.896,2.359,0.38,0.0,1.4,1.4,0.543,0.332,0.288,2.3,8.3,5.5,27.6,3.1,0.5,26.1,21.1
36,79.0,195,82.0,31.0,14,7,11,15,5,9,12,11,15,14,12,6,17,11,12,15.302,5.869,10.957,0.594,1.281,3.302,0.388,4.587,7.652,0.599,2.283,3.825,0.597,0.672,1.956,2.628,8.629,1.998,0.13,3.433,2.543,14.89,8.938,6.392,4.238,2.935,2.608,3.044,0.857,0.586,0.954,0.614,1.392,3.652,0.381,69.973,70.048,9.651,3.956,10.37,0.465,1.74,5.804,0.3,2.216,4.567,0.485,0.848,1.107,0.766,0.304,0.542,0.561,1.066,2.913,0.366,3.6,1.1,4.8,0.605,0.301,0.349,2.1,6.0,4.1,35.0,2.9,0.4,21.4,20.7
37,76.0,195,77.25,32.0,13,14,18,17,12,10,15,10,14,12,15,13,17,6,13,21.956,7.371,15.76,0.573,3.304,8.608,0.384,4.065,7.152,0.568,3.913,4.871,0.803,1.086,2.567,3.653,2.849,2.219,0.087,1.888,2.174,16.217,14.238,4.738,1.632,3.455,1.305,1.955,0.668,1.067,1.848,0.577,1.695,3.348,0.506,62.603,62.426,9.413,3.913,10.197,0.462,1.586,5.458,0.291,2.326,4.738,0.491,0.434,0.565,0.768,0.326,0.524,0.622,1.564,3.652,0.428,2.8,1.4,4.2,0.613,0.546,0.309,3.7,9.2,6.4,15.7,3.6,0.3,9.5,28.4
38,71.5,180,72.0,29.5,8,5,11,12,5,9,13,10,15,14,18,5,14,18,11,11.98,4.749,10.437,0.466,0.228,1.0,0.228,4.521,9.437,0.479,2.25,3.708,0.607,0.645,1.251,1.896,6.834,0.959,0.104,3.46,2.791,4.999,8.073,4.749,2.313,3.146,1.979,3.0,0.66,0.397,0.729,0.545,2.145,5.708,0.376,62.274,62.036,9.958,4.228,10.501,0.474,1.502,5.125,0.293,2.728,5.375,0.508,1.209,1.522,0.794,0.332,0.436,0.761,1.187,3.418,0.347,1.9,0.2,2.1,0.496,0.096,0.355,2.3,4.6,3.5,32.4,1.5,0.3,22.3,22.6
39,76.0,215,79.0,29.0,13,15,13,9,10,10,17,7,5,15,13,14,16,16,12,13.807,4.944,10.084,0.585,1.916,4.389,0.437,3.028,5.694,0.532,1.999,2.667,0.75,0.835,3.747,4.582,0.473,1.5,0.334,1.445,1.472,-0.279,12.894,3.667,1.249,2.055,0.778,1.249,0.623,1.055,2.002,0.527,1.193,2.443,0.488,53.593,53.62,6.638,2.779,6.584,0.504,1.083,2.861,0.379,1.696,3.721,0.456,0.193,0.249,0.775,0.778,1.445,0.538,0.723,2.029,0.356,0.7,1.2,1.9,0.613,0.435,0.264,3.4,15.2,9.3,3.0,2.8,1.1,11.4,21.3
