,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
10,77.5,200,82.0,30.5,5,16,10,10,4,11,10,11,15,17,17,5,19,16,12,19.575,5.615651011604594,12.121878607448812,0.53,1.6161370678656055,4.187496202685462,0.386,3.9978127468254456,7.931830609393037,0.504,3.807278692508658,4.380582052372563,0.869,0.5954189197399599,1.3626981593786573,1.9581170791186173,7.592441825141261,1.2350250026598575,0.16937972124694117,3.1038337687587343,2.2130013831258646,10.65,11.306,4.50902241934504,3.763047572756547,3.105534965672277,2.105231180509144,3.12594932863479,0.673,0.14800413147821861,0.3836199040038885,0.386,1.744577434838083,4.423111975211131,0.394,65.836,65.793,9.212043834450473,3.8310458559421217,8.29875518672199,0.555,1.5550590488349822,4.191935312267262,0.371,2.2776891158633896,4.1085221832109795,0.554,0.7439089264815405,0.9132886477284817,0.815,0.19236088945632515,0.46898606234705825,0.41,1.3405681455473988,2.7228428556229387,0.492,4.5,0.0,4.5,7.2,2.6,9.7,0.593,0.345,0.361,2.4,5.7,4.0,42.6,2.2,0.6,18.1,27.5
11,73.0,210,74.0,29.0,4,8,13,10,10,9,16,7,14,19,16,7,17,15,12,13.358,4.346855779249152,10.889254865055625,0.44,0.8968507377407321,2.8006587571001242,0.32,3.4509461230800254,8.089537189527109,0.427,2.979464255705307,4.615064027156925,0.646,0.6484052028366888,2.4295686777054604,3.077973880542149,4.592478069438377,0.943310963477557,0.067042120527434,3.1610929990253083,2.630695039287762,-1.191,10.08,3.8546701172990967,2.2416563035660273,3.429301246933083,1.7494706416159715,3.2947265821933924,0.531,0.15716062245823956,0.49218566195005553,0.319,1.5245521460020839,4.303566026955266,0.354,59.506,59.306,7.488888139479986,3.260513270158163,7.980845108420734,0.469,0.9678615991636597,3.7071459886014915,0.261,2.2926516709945033,4.27181060938185,0.537,0.9905237244123699,1.1236637102485416,0.882,0.3843118740093751,0.5854382355916772,0.656,0.9225373486662396,2.563652918760328,0.36,0.4,2.1,2.5,0.8,2.9,3.7,0.486,0.257,0.424,2.4,9.7,5.9,28.4,1.7,0.2,19.7,25.9
12,74.5,205,81.0,30.5,8,15,14,8,8,6,7,10,13,15,8,5,11,15,11,16.837,5.112282584677547,12.565926954764988,0.504,2.4368193440449515,7.405031724486254,0.329,2.6763471069162543,5.160895230278735,0.519,2.222039837116071,2.603870071656303,0.853,0.883866283657944,2.057807855290621,2.9416741389485646,4.538653366583541,0.5259629371956234,0.07172221870849409,2.914107137220241,2.345582189614825,2.108,16.123,2.4359354777612934,2.5561412923387734,2.1495628018561193,0.8370213706240728,1.0270526216105307,0.815,0.3827141008238897,1.0279364878941888,0.372,1.4566116354682914,3.105022254490357,0.469,63.358,63.244,10.1951805704889,4.212130795016129,9.66744671431282,0.527,1.7709189804566443,4.714186325975587,0.376,2.4420972740497127,4.954145847827462,0.493,0.7650369995572704,0.9580671684270445,0.799,0.40642590601479983,0.7411295933211056,0.548,1.2679779900069572,3.2549490860793124,0.39,1.2,0.2,1.4,1.2,-2.3,-1.1,0.543,0.589,0.207,3.4,8.2,5.8,27.1,0.9,0.2,17.5,26.8
13,72.0,170,78.0,29.0,7,14,14,11,7,8,8,12,11,11,14,6,5,11,12,13.614,4.536569367005576,11.574873556472356,0.49,2.2803680240285855,6.2456370509744366,0.365,2.2562013429769903,5.328269838255856,0.423,1.8115344116276264,2.454368127600076,0.738,0.6467003849407055,1.6707967028259048,2.3174970877666103,2.75016830367161,0.4913543433927991,0.04990317550083115,3.9913690424815726,2.507634568916765,-14.666,15.498,2.1798346308539474,2.3045347050801817,2.2803680240285855,0.7172670936113653,1.3146674492068156,0.546,0.37120022095251254,0.8922338644249196,0.416,1.1658006939289847,3.1233018591082495,0.373,57.931,58.353,12.52569705070862,5.190889928538379,10.82802940722842,0.578,2.1410381642760443,5.4643977173410105,0.392,3.052730793618152,5.364591366339349,0.569,1.2063133000873991,1.378095384984491,0.875,0.3435641697941837,0.665055781193769,0.517,1.4999742943807517,3.324319229516906,0.451,-2.0,-1.5,-3.5,-6.0,-8.2,-14.2,0.52,0.54,0.212,2.4,6.4,4.4,20.4,0.9,0.2,24.0,26.9
14,75.5,180,80.0,26.0,7,16,8,5,8,12,9,14,18,12,7,5,14,16,11,12.692,4.191536136301182,9.137125583951637,0.564,1.922643583402034,5.289914811761474,0.363,2.2679307502061006,3.847210772190163,0.59,1.899560318768893,2.0823028304479254,0.912,0.6867271228359441,2.0998682792479944,2.7865954020839387,6.548914536960704,1.7559573703748057,0.18105616093880975,3.251854905193735,2.006945276014849,3.072,15.047,1.7851057982962355,2.9758175322890907,1.6042868920032978,0.5963176696894752,0.8704314372080243,0.685,0.2971970321516901,0.5963176696894752,0.498,1.3734542456718881,2.3794998625996158,0.577,58.224,58.457,10.333612740989105,4.21793797150042,10.493593581606994,0.492,1.894862890671776,5.541851275296372,0.342,2.326906957250629,4.949826368099629,0.47,0.729972458388217,0.9800023949227638,0.745,0.25098790564004314,0.6380074242605678,0.393,1.3459465932223686,3.3308585798108012,0.404,1.8,0.5,2.3,5.0,3.9,8.9,0.607,0.579,0.228,2.7,8.0,5.4,37.1,3.1,0.6,24.4,21.6
15,79.0,235,81.25,30.0,8,11,16,12,9,10,8,18,17,8,16,17,13,12,12,15.659,5.563517915309447,11.897323325308031,0.539,1.6922532219232407,4.69112023792664,0.361,3.8692819713921547,7.206203087381392,0.537,2.7074068828777795,4.061606004815182,0.667,0.8466222914601332,2.489439235803998,3.336061527264131,7.834725959495823,1.377958606049885,0.3140279497611888,3.142614360572157,2.318061206439059,9.562,12.534,4.2569041212292875,2.490298824529104,3.0960203937119393,1.5257045744228863,2.200821413397536,0.693,0.6057215691828353,0.8942076193173772,0.677,1.7408299107775105,4.1101826936694525,0.424,56.488,56.53,10.268813019635592,4.155669555987972,9.735857067044048,0.527,1.9574739076596497,5.171059614364054,0.379,2.199186272775518,4.564797452679993,0.482,0.796462055545728,1.2561117990447552,0.634,0.19218114275605874,0.38733415885370603,0.496,1.2085618255793384,2.9223421192287287,0.414,4.3,0.6,4.9,5.8,0.8,6.6,0.567,0.394,0.341,3.2,9.8,6.4,44.6,2.5,1.1,18.7,26.5
16,70.5,170,77.0,31.5,6,7,6,11,10,10,14,14,13,12,5,5,13,11,9,7.976,2.861092686332694,7.104346308256241,0.453,0.7155175423285042,2.9559085355210337,0.242,2.145575144004189,4.148437772735207,0.517,1.3577238610577762,2.287310176296038,0.594,0.880712166172107,1.7771153246213038,2.657827490793411,4.696805725257462,1.1365385281985512,0.07085167596797116,3.7926339675336016,2.415750979236715,-1.294,11.307,2.1934718100890214,1.5248734508640254,2.026322220282772,0.6441612846919184,0.9540233897713389,0.675,0.4535521033339152,0.7849188340024438,0.578,1.0488392389596788,2.4065631000174554,0.436,57.29,57.698,7.03081562619155,2.9592706852923847,7.669451280806961,0.458,1.1113036847031095,3.9541058615549933,0.281,1.845055287878263,3.715345419251967,0.497,0.7570453048632535,0.9239835002946376,0.819,0.2125550279039135,0.42802176851883955,0.497,0.8773960969184375,2.369163575860515,0.37,-1.8,1.9,0.1,-1.2,4.1,2.9,0.481,0.416,0.322,3.3,7.1,5.2,26.0,2.0,0.2,31.9,18.8
17,76.5,210,83.0,30.0,8,11,9,19,8,5,6,16,18,16,16,9,19,13,12,15.309,6.928047434593495,13.919110168574585,0.527,0.8070805652333861,2.70359871026379,0.299,6.123390534721171,11.215511458310795,0.546,3.8863474064616654,4.846118889441908,0.802,0.5283590487113459,2.1740614334470996,2.702420482158445,6.214277985760967,1.7762798634812287,0.09197952218430035,4.504382073532277,3.368600682593857,-2.41,8.302,7.147389149769536,1.8335028456428126,4.007530674514726,3.2610417433078704,4.474086256519011,0.729,0.3102291662158361,0.9937027980351,0.312,2.5472722944753414,5.747722403756682,0.443,46.211,46.88,11.577474402730378,4.6551194539249146,11.24061433447099,0.515,2.2660409556313996,6.402730375426621,0.354,2.3902730375426624,4.840273037542662,0.494,0.7358361774744028,1.0117747440273037,0.727,0.33686006825938564,0.6414675767918089,0.525,1.31518771331058,3.1834470989761097,0.413,2.7,-0.2,2.5,-2.3,-0.6,-2.9,0.578,0.194,0.348,2.3,7.9,5.4,50.1,3.2,0.3,21.9,34.3
18,75.0,195,78.0,27.5,8,15,11,15,7,12,12,8,15,14,14,9,17,10,12,21.513,6.618330590460958,14.325361059415235,0.542,2.2893704723380046,6.197148438100807,0.369,4.326376178537921,8.129935247704449,0.532,3.003399111001739,3.6123475398741873,0.831,0.8415029915252934,1.6479507372394908,2.489453728764784,5.212667456203763,1.0145900700880357,0.04245509259975555,3.360844086931111,2.367088020051677,0.39,12.389,4.915514403925128,3.21528215697433,2.6468154482673767,2.0361443930049066,2.8991802144054635,0.702,0.4203208391651415,0.7553716720242398,0.556,1.869910946367873,4.475383361274743,0.418,65.017,64.633,9.445824888215,3.846084817353365,8.66430461219501,0.545,1.7536552535082701,4.7974254637723766,0.366,2.092429563845095,3.867745578883853,0.541,0.802314607089258,1.0570451626877913,0.759,0.2746584562065818,0.44447882660560406,0.618,1.0154565005492553,2.3662215895904573,0.429,2.6,0.2,2.8,1.6,0.3,1.8,0.582,0.433,0.252,3.3,6.5,4.9,33.3,1.8,0.1,17.4,31.1
19,72.0,190,75.0,28.0,7,4,10,13,11,11,16,12,7,14,16,7,16,5,10,8.263,3.569000679809654,8.836845683208702,0.436,0.5674711080897348,1.9831747110808975,0.286,3.0039089055064583,6.854860639021074,0.438,2.122365737593474,3.5404486743711767,0.599,0.48300475866757314,1.9743513776611505,2.4573561363287237,3.2287559483344666,1.1009438354425025,0.22398103864223137,4.02345343303875,3.2175053963685616,2.334,9.26,3.626104690686608,1.926070700203943,3.1157375934738276,1.6738613188307274,2.5768184908225695,0.65,0.14038069340584636,0.42471108089734877,0.331,1.1908565601631542,3.850951733514616,0.309,47.072,47.254,7.392559360054178,3.104922334617176,7.985101790324631,0.463,1.1862699454014478,4.146611927032633,0.286,1.9174673043551873,3.8361196935709154,0.5,0.7051254920218395,1.0440597621365388,0.675,0.4503322470055446,0.7335675286748213,0.614,0.7620095653278031,2.059677487620096,0.37,-2.6,1.9,-0.7,-5.1,2.9,-2.3,0.473,0.224,0.401,1.9,7.8,4.8,17.9,2.0,0.8,27.9,23.4
20,78.0,220,80.0,30.0,11,9,12,7,7,10,12,14,14,7,17,6,17,11,11,15.342,5.003844258255298,10.41248562510268,0.544,1.3247905372104485,3.1868572367340233,0.416,3.6799737144734688,7.226548381797275,0.509,2.781140134713324,3.8354526039099723,0.725,0.49403647116806315,1.5350968617135672,2.02913333288163,5.900837851158207,1.3562955977964168,0.2936787599053717,3.6348940364711684,2.237331877512532,0.121,11.215,4.577887300804995,2.759060292426483,3.1426975521603415,1.7728273369475935,2.5575817315590608,0.693,0.5170363068835224,0.8509939214719896,0.608,1.3919500574995893,3.8133727616231314,0.365,60.87,60.447,8.109980644200705,3.3888861316525225,7.865402749516106,0.516,1.3322083808956608,3.7742816020646184,0.353,2.0557513193376016,4.090194716032227,0.503,0.8588019256538787,1.1747150396214867,0.731,0.2936787599053717,0.5188015947855147,0.566,0.9041970651976111,2.393898787367446,0.378,1.7,0.9,2.7,2.2,3.6,5.8,0.583,0.306,0.368,1.9,6.4,4.1,34.7,2.4,1.0,23.1,25.4
21,75.5,230,74.0,31.5,10,6,10,16,6,8,17,20,12,13,13,6,18,17,12,12.627,4.877534895970504,10.083750329207268,0.523,0.7837766657887806,2.6484066368185406,0.296,4.094811693442192,7.434290229128259,0.551,2.768501448511983,4.333947853568607,0.639,0.7216223334211221,1.26334787186043,1.984970205281552,6.079536476165393,1.5644457813204997,0.08948714092344716,3.5501711877798265,2.2845540682809444,3.601,8.885,5.118777982617857,3.400579404793258,3.3394785356860686,2.107979984198051,2.800105346326047,0.753,0.4529892020015802,0.8743745061890967,0.518,1.5359494337634976,3.762970766394522,0.408,53.158,53.192,8.75184238231313,3.6984508948714097,8.301248308016243,0.527,1.3538878026770946,4.210106782974884,0.322,2.3456158820875324,4.090088735148142,0.573,0.8411791246804031,0.9927808693036547,0.847,0.33162881636336294,0.6327267258234321,0.524,1.171755151150549,2.467739509700707,0.475,1.8,0.3,2.1,3.7,4.5,8.3,0.555,0.263,0.43,2.9,5.3,4.1,36.3,2.8,0.3,22.8,25.2
22,77.5,225,82.0,32.5,11,13,14,18,5,10,8,17,17,13,12,12,8,18,13,8.271,3.6465797437142755,6.898793290245453,0.535,0.08473119886427319,0.19666006649979456,0.431,3.5628946090335116,6.701087159562148,0.532,1.2720140471476074,1.6381365113759483,0.777,0.45294579145963315,1.6718294051627387,2.124775196622372,7.18123061979303,1.1585484474373364,0.22731013842124956,3.0534613516643634,2.858660680882904,-4.459,9.908,2.3756117607501777,2.8264654238427918,1.6119849067882095,0.7071393880524528,0.8483580528262414,0.834,0.48118952441439095,0.9027533903687377,0.533,2.373519632383158,4.947883588000151,0.48,53.534,53.46,11.832697343808455,4.814365881032549,9.397231575009355,0.63,2.209203142536476,4.898166853722411,0.451,2.6041152263374494,4.50115974560419,0.579,1.0181818181818183,1.273774784885896,0.799,0.48185559296670416,0.566704077815189,0.85,1.1040778151889266,2.6596333707444826,0.415,1.3,-1.4,-0.1,5.4,-2.4,2.9,0.568,0.029,0.237,1.7,6.6,4.1,40.7,2.0,0.7,28.6,17.3
23,72.0,180,76.25,31.0,6,14,11,9,10,7,14,13,10,14,6,6,7,13,11,8.812,3.2885321878709095,7.628930462141336,0.524,1.4242920929181035,4.243335405716008,0.336,1.8642400949528064,3.384540025245389,0.551,1.3008534448652012,1.6184178300269412,0.804,1.005444714482187,2.2556566627103,3.261101377192487,3.55756513875544,0.7838881666949264,0.0,3.2400007535937005,2.183914542474425,1.491,14.375,1.7671772263983876,1.5941521128883362,1.39791631341962,0.36820588179882824,0.5401759641289399,0.682,0.5148552158103958,0.9537481866651595,0.54,0.9811789973435823,1.8895608432713504,0.519,53.079,53.079,11.777313061662808,5.029333634770813,10.991314832608,0.536,1.7165357297612993,5.054654383089359,0.34,3.3117428738295747,5.937715480698582,0.558,1.0803519282578797,1.1542041108536334,0.936,0.5644416812675447,0.8598504116505586,0.656,1.6701143578439683,3.9257710205542686,0.425,-1.8,-0.4,-2.2,-1.2,-4.1,-5.3,0.557,0.556,0.212,3.8,8.2,6.1,18.3,1.4,0.0,28.0,18.5
24,73.0,185,76.0,29.0,4,7,15,9,10,7,15,13,12,16,12,5,19,12,11,11.913,4.353424657534247,8.617351598173515,0.559,0.9269406392694064,2.2470319634703193,0.413,3.4286149162861492,6.369254185692542,0.538,3.055707762557078,4.491933028919331,0.68,0.8353120243531202,1.7756718850687994,2.61098390942192,6.022983257229832,1.569766119555741,0.11462795193510482,2.9640791476407915,2.444334938023578,7.85,9.626,4.447184170471842,2.9651445966514465,3.1036529680365295,1.968949771689498,2.6156773211567734,0.753,0.2546423135464232,0.3707762557077625,0.687,1.2028919330289194,3.381735159817352,0.356,52.56,52.762,7.566506197642243,3.2541601910465867,7.913574163223532,0.478,1.0613699253250446,3.668094461923354,0.289,2.190667525870892,4.246541071225503,0.516,0.853341419961336,0.9700921117470908,0.88,0.48292331602289534,0.6707857928054282,0.72,0.8522800500360108,2.6067245365983096,0.327,2.2,1.6,3.8,5.8,7.7,13.5,0.599,0.261,0.521,3.3,7.5,5.4,32.0,2.8,0.4,21.9,21.8
