,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
10,76.0,215,79.0,29.0,13,15,13,9,10,10,17,7,5,15,13,14,16,16,12,13.807,4.944,10.084,0.585,1.916,4.389,0.437,3.028,5.694,0.532,1.999,2.667,0.75,0.835,3.747,4.582,0.473,1.5,0.334,1.445,1.472,-0.279,12.894,3.667,1.249,2.055,0.778,1.249,0.623,1.055,2.002,0.527,1.193,2.443,0.488,53.593,53.62,6.638,2.779,6.584,0.504,1.083,2.861,0.379,1.696,3.721,0.456,0.193,0.249,0.775,0.778,1.445,0.538,0.723,2.029,0.356,0.7,1.2,1.9,0.5,5.4,5.9,0.613,0.435,0.264,3.4,15.2,9.3,3.0,2.8,1.1,11.4,21.3
11,75.0,190,81.25,28.5,5,11,7,12,12,4,12,13,14,7,11,10,5,9,11,4.755,1.755,4.829,0.434,0.684,2.244,0.305,1.073,2.584,0.415,0.56,0.999,0.561,0.682,3.757,4.439,1.34,0.704,0.022,1.341,1.707,-7.634,12.925,1.22,0.389,0.976,0.074,0.098,0.755,0.536,1.147,0.467,0.463,1.343,0.345,47.742,47.533,9.124,3.78,7.535,0.605,1.56,3.536,0.441,2.22,4.0,0.555,0.464,0.511,0.908,0.902,1.294,0.697,0.854,2.195,0.389,-1.9,-0.3,-2.3,0.0,-5.3,-5.3,0.451,0.465,0.207,3.1,16.6,10.0,8.5,1.5,0.1,20.3,12.6
12,76.0,190,82.0,27.5,12,13,14,11,7,7,14,16,9,11,13,13,10,9,11,12.929,4.618,10.881,0.51,1.857,5.143,0.361,2.761,5.74,0.481,1.834,2.739,0.67,0.929,3.451,4.38,1.097,1.0,0.213,1.382,1.619,1.264,13.758,3.286,0.906,1.835,0.214,0.407,0.526,1.429,2.998,0.477,1.118,2.333,0.479,52.052,51.973,6.407,2.739,6.665,0.481,0.929,2.95,0.315,1.812,3.714,0.488,0.214,0.262,0.817,0.688,1.5,0.459,0.905,1.953,0.463,0.7,1.2,1.8,0.5,3.3,3.8,0.535,0.473,0.252,4.1,14.5,9.4,6.9,1.9,0.7,10.3,23.6
13,76.5,220,80.0,27.5,14,14,20,9,10,7,10,12,16,11,8,13,17,10,12,16.163,5.893,12.539,0.577,2.676,6.567,0.407,3.216,5.973,0.538,1.703,2.189,0.778,1.054,3.973,5.027,1.459,0.891,0.296,1.376,1.892,3.163,13.615,4.324,1.403,1.921,0.297,0.541,0.549,1.866,3.268,0.571,1.056,2.162,0.488,59.912,59.599,9.46,4.136,9.946,0.476,1.188,4.513,0.263,2.945,5.434,0.542,0.46,0.54,0.852,1.189,1.973,0.603,1.299,2.919,0.445,1.9,0.7,2.6,1.9,0.6,2.5,0.599,0.524,0.175,4.0,14.4,9.3,8.3,1.5,0.9,9.2,22.4
14,77.0,205,81.0,34.5,11,16,6,16,11,9,13,11,13,11,12,16,12,5,12,13.168,4.977,10.905,0.533,1.667,4.427,0.377,3.31,6.477,0.511,1.548,1.832,0.845,1.168,4.094,5.262,0.951,1.69,0.357,1.287,1.904,5.927,11.694,4.191,1.691,1.571,0.38,0.571,0.665,1.714,2.999,0.572,1.215,2.903,0.419,57.509,57.033,6.573,2.736,7.475,0.439,1.095,3.546,0.309,1.642,3.93,0.418,0.214,0.308,0.695,0.668,1.43,0.467,0.762,2.191,0.348,0.8,1.9,2.7,3.9,8.6,12.5,0.562,0.406,0.168,4.2,15.2,9.6,5.7,3.0,1.1,9.9,20.2
15,78.0,215,83.0,27.0,16,13,17,7,15,6,12,14,14,10,9,13,14,6,12,11.756,4.122,10.562,0.495,2.22,6.416,0.346,1.904,4.148,0.459,1.292,1.853,0.697,0.878,3.928,4.806,0.732,1.0,0.098,0.685,1.61,0.73,15.353,2.635,1.341,1.44,0.22,0.22,1.0,1.098,2.122,0.517,0.585,1.806,0.324,54.786,54.683,11.513,4.753,9.83,0.585,2.001,5.098,0.393,2.755,4.732,0.582,0.268,0.316,0.848,1.365,2.0,0.682,1.122,2.414,0.465,0.9,-0.8,0.1,5.5,-2.4,3.1,0.517,0.607,0.175,3.4,15.9,9.6,4.3,1.8,0.3,5.7,19.9
16,75.5,200,78.0,26.5,12,10,16,9,10,10,8,7,16,6,16,10,8,10,11,9.2,3.29,8.469,0.476,1.489,4.51,0.33,1.801,3.958,0.455,1.132,2.001,0.566,1.111,3.045,4.156,2.222,0.51,0.177,1.51,1.978,1.821,12.746,2.667,1.245,1.757,0.245,0.4,0.612,1.088,2.333,0.466,0.466,1.223,0.381,59.55,59.773,9.178,3.779,9.422,0.487,1.623,4.599,0.353,2.156,4.821,0.447,0.29,0.378,0.767,0.467,1.111,0.42,1.399,3.334,0.42,0.0,-0.2,-0.2,1.9,-2.2,-0.3,0.492,0.533,0.236,4.1,10.9,7.5,10.5,0.9,0.5,13.9,16.3
17,78.5,220,82.25,35.5,7,14,9,7,9,6,13,12,4,9,14,16,12,8,11,9.488,3.584,9.05,0.466,1.269,4.294,0.296,2.315,4.756,0.487,1.05,1.54,0.682,1.294,2.634,3.928,0.657,1.535,0.121,1.121,1.562,7.438,12.33,2.634,1.392,1.462,0.44,0.587,0.75,0.879,1.805,0.487,1.001,2.365,0.423,47.811,47.582,8.245,3.414,8.025,0.514,1.417,3.804,0.373,1.999,4.22,0.474,0.267,0.267,1.0,0.561,0.877,0.64,1.172,3.071,0.382,-0.2,-0.3,-0.5,2.5,3.0,5.5,0.488,0.474,0.17,6.1,11.9,9.0,4.3,3.3,0.5,10.3,20.2
18,78.0,200,82.0,34.5,6,14,16,9,8,8,8,8,11,14,16,14,17,12,12,10.732,3.83,8.195,0.549,1.34,3.879,0.345,2.487,4.316,0.576,1.732,2.244,0.772,0.804,2.953,3.757,1.17,1.294,0.146,1.023,1.439,-1.754,12.284,2.635,0.706,1.83,0.488,0.758,0.644,0.828,1.343,0.617,1.17,2.221,0.527,47.82,47.643,6.878,2.779,6.66,0.516,1.316,3.609,0.365,1.464,3.05,0.48,0.146,0.243,0.601,0.293,0.463,0.633,1.025,2.341,0.438,1.4,0.4,1.8,4.4,4.1,8.5,0.584,0.473,0.274,3.8,13.7,8.8,8.2,2.7,0.5,10.0,19.5
19,75.0,210,75.25,27.5,14,18,9,5,11,14,10,17,7,17,16,18,8,9,11,15.474,5.762,11.881,0.561,1.81,4.691,0.386,3.953,7.191,0.55,2.143,2.716,0.789,1.311,3.808,5.119,0.738,0.761,0.142,0.808,2.048,5.929,11.931,4.951,1.451,1.953,0.428,0.62,0.69,2.047,3.573,0.573,1.476,2.999,0.492,57.182,56.81,8.594,3.548,8.716,0.493,1.5,4.285,0.35,2.047,4.427,0.462,0.356,0.452,0.788,0.572,1.022,0.56,1.121,2.952,0.38,2.3,0.6,2.9,3.5,1.5,5.0,0.592,0.395,0.229,4.8,15.1,9.8,4.3,1.3,0.5,5.8,21.7
20,75.0,205,76.25,30.0,11,11,11,8,9,5,13,14,12,7,15,11,15,6,12,9.726,3.427,7.475,0.547,1.324,3.15,0.42,2.1,4.325,0.486,1.548,2.076,0.746,1.325,2.949,4.274,1.275,1.027,0.023,1.201,1.7,9.5,12.396,2.948,1.125,1.85,0.474,0.7,0.677,0.998,2.076,0.481,0.625,1.551,0.403,54.976,54.749,6.874,2.926,7.049,0.488,1.024,3.15,0.325,1.901,3.9,0.487,0.223,0.3,0.743,0.725,1.149,0.631,0.95,2.449,0.388,0.8,0.4,1.3,2.7,3.2,5.9,0.58,0.421,0.278,5.0,12.5,8.6,6.9,1.9,0.1,12.5,15.6
21,77.0,195,81.0,30.0,14,10,11,12,16,7,14,12,7,15,8,10,19,17,12,10.584,4.415,7.976,0.561,0.122,0.292,0.418,4.294,7.684,0.559,1.633,2.78,0.587,1.828,5.197,7.025,1.024,1.317,0.269,1.463,1.634,2.586,7.554,5.268,1.073,2.147,0.342,0.514,0.665,2.294,3.853,0.595,1.657,3.317,0.5,57.143,57.046,6.66,2.756,7.853,0.424,1.146,3.952,0.29,1.611,3.901,0.413,0.269,0.341,0.789,0.66,1.171,0.564,0.682,2.39,0.285,0.6,3.0,3.5,2.4,7.4,9.8,0.575,0.037,0.349,7.2,20.3,13.8,5.6,2.3,0.9,13.7,16.7
22,77.0,200,84.0,32.5,11,13,10,10,11,10,12,16,16,16,15,13,14,8,13,10.049,3.683,9.294,0.449,0.976,3.903,0.25,2.706,5.389,0.502,1.705,2.511,0.679,1.048,4.685,5.733,1.951,1.732,0.121,1.074,1.756,-1.121,11.779,2.926,0.95,2.073,0.512,0.733,0.698,0.951,2.073,0.459,1.244,2.585,0.481,59.563,59.196,7.976,3.242,8.584,0.464,1.488,4.342,0.343,1.758,4.245,0.414,0.34,0.463,0.734,0.539,1.219,0.442,0.877,2.561,0.342,0.6,1.8,2.4,7.6,7.8,15.4,0.483,0.42,0.27,3.8,15.9,10.1,10.3,2.9,0.4,9.4,17.5
23,71.0,160,76.0,26.5,9,14,7,13,10,4,14,9,6,12,16,15,8,8,11,11.024,3.927,9.683,0.421,0.293,0.831,0.353,3.635,8.854,0.411,2.877,3.513,0.819,1.804,4.564,6.368,0.78,1.244,0.049,2.44,2.707,-3.536,9.104,4.44,0.392,2.755,0.34,0.61,0.557,1.879,4.611,0.408,1.415,3.635,0.389,56.98,57.242,9.048,4.022,8.416,0.537,1.003,3.195,0.314,3.024,5.22,0.579,0.268,0.317,0.845,1.949,2.927,0.666,0.805,1.976,0.407,-1.7,0.8,-0.9,-9.6,-2.4,-12.0,0.491,0.086,0.363,6.6,17.0,11.8,4.8,2.2,0.1,17.9,21.4
24,76.5,220,81.0,27.0,11,13,14,9,13,5,9,15,8,12,10,13,9,17,11,16.001,5.57,13.343,0.526,2.886,7.629,0.378,2.687,5.714,0.47,1.971,2.515,0.784,1.23,5.4,6.63,0.77,1.6,0.028,1.286,1.973,4.628,15.168,3.315,1.772,2.171,0.198,0.256,0.773,1.456,2.942,0.495,1.028,2.515,0.409,62.277,62.259,11.485,4.828,10.542,0.545,1.829,5.142,0.356,2.999,5.398,0.556,0.343,0.457,0.751,1.227,1.915,0.641,1.431,3.03,0.472,1.1,0.7,1.8,1.8,1.4,3.2,0.554,0.572,0.188,4.3,19.0,11.7,4.3,2.6,0.1,8.2,22.8
25,75.5,200,80.0,36.0,5,8,7,12,9,10,12,11,11,12,15,8,11,10,11,7.576,2.901,6.85,0.438,0.2,0.474,0.422,2.698,6.377,0.423,1.576,2.75,0.573,1.2,4.425,5.625,2.026,1.375,0.174,2.0,1.999,-4.775,8.489,2.701,0.95,2.15,0.476,0.725,0.657,0.876,1.975,0.444,1.351,3.676,0.368,58.612,58.683,9.25,3.877,8.975,0.515,1.499,4.349,0.345,2.375,4.625,0.514,0.475,0.602,0.789,0.702,1.273,0.551,1.201,2.75,0.437,-1.3,0.8,-0.5,-0.1,0.4,0.3,0.47,0.069,0.401,4.6,15.9,10.5,10.9,2.3,0.5,19.9,15.7
26,75.5,200,75.25,29.0,9,13,8,17,5,12,15,8,18,6,11,12,7,12,11,13.626,4.901,11.2,0.509,1.6,4.501,0.355,3.3,6.702,0.492,2.225,2.973,0.748,0.826,2.674,3.5,1.8,1.427,0.075,1.325,2.601,1.773,12.508,3.801,1.476,2.273,0.174,0.199,0.874,1.727,3.25,0.531,1.4,3.25,0.431,68.45,68.254,10.326,4.451,9.45,0.546,1.425,4.426,0.322,3.024,5.025,0.602,0.401,0.5,0.802,1.349,1.949,0.692,1.277,2.575,0.496,0.9,-1.2,-0.3,3.7,0.3,4.0,0.545,0.402,0.265,2.5,9.1,5.6,8.3,2.1,0.2,9.6,18.1
27,79.0,205,85.0,30.5,7,17,15,16,8,7,9,9,15,14,18,17,5,13,11,14.416,4.926,10.707,0.572,2.39,5.317,0.45,2.538,5.389,0.471,2.17,2.39,0.908,0.998,3.88,4.878,1.293,1.73,0.268,1.097,2.098,3.855,14.161,3.122,2.123,1.828,0.415,0.66,0.629,1.145,2.365,0.484,0.975,2.363,0.413,62.744,62.828,10.854,4.681,10.585,0.513,1.489,4.342,0.343,3.194,6.243,0.512,0.463,0.513,0.903,0.975,2.247,0.434,1.756,3.487,0.504,1.8,0.0,1.7,6.0,3.0,9.0,0.613,0.497,0.223,3.5,13.9,8.6,6.8,2.8,0.8,8.5,18.7
28,76.0,190,79.0,32.5,10,14,16,18,6,4,10,18,14,9,13,14,15,12,12,18.189,6.143,13.597,0.587,3.666,8.526,0.43,2.475,5.073,0.488,2.239,2.857,0.784,0.622,2.927,3.549,1.333,0.81,0.167,1.048,1.976,6.594,15.565,3.094,1.739,2.286,0.429,0.57,0.753,1.118,2.5,0.447,0.928,2.001,0.464,61.241,61.317,8.784,3.713,8.952,0.49,1.355,3.977,0.341,2.358,4.975,0.474,0.5,0.645,0.775,0.762,1.429,0.533,1.095,2.902,0.377,2.6,-0.2,2.4,2.9,1.0,3.9,0.612,0.627,0.21,2.4,10.7,6.6,6.8,1.3,0.5,6.6,23.3
29,75.0,220,82.0,31.5,11,16,11,17,11,9,5,17,15,14,6,16,14,10,11,16.744,6.154,12.692,0.578,2.359,6.386,0.369,3.794,6.304,0.602,2.077,2.36,0.88,1.589,4.128,5.717,1.359,1.794,0.154,0.872,1.538,16.566,12.141,4.767,2.077,1.796,0.41,0.461,0.889,1.948,3.103,0.628,1.411,2.743,0.514,58.829,58.716,9.051,3.641,9.411,0.481,1.768,4.975,0.355,1.873,4.435,0.422,0.204,0.306,0.667,0.538,1.127,0.477,1.127,2.998,0.376,3.1,1.0,4.1,8.2,6.8,15.1,0.61,0.503,0.186,6.1,15.1,10.7,7.1,3.1,0.5,6.0,22.4
30,77.0,225,76.0,29.5,6,5,9,16,10,7,13,14,9,13,9,5,17,12,11,6.896,2.333,5.563,0.488,0.768,2.128,0.361,1.563,3.437,0.455,1.462,2.152,0.679,0.976,2.666,3.642,1.128,2.102,0.102,1.078,1.641,3.025,12.5,2.051,0.847,1.692,0.178,0.284,0.627,0.846,1.695,0.499,0.538,1.461,0.368,46.477,46.429,6.332,2.666,6.588,0.481,1.001,3.153,0.317,1.667,3.437,0.485,0.282,0.282,1.0,0.744,1.101,0.676,0.64,2.051,0.312,-0.1,0.7,0.6,6.3,9.9,16.1,0.53,0.383,0.387,4.5,13.5,8.8,6.7,4.5,0.4,14.2,14.7
31,77.5,225,79.0,29.5,7,16,11,15,10,14,15,15,9,11,15,16,8,9,12,5.238,1.905,5.287,0.405,0.475,1.524,0.312,1.428,3.761,0.38,0.952,1.334,0.714,0.905,3.381,4.286,0.713,0.906,0.143,1.095,1.333,2.666,12.614,1.143,0.667,1.287,0.047,0.047,1.0,0.524,1.572,0.333,0.856,2.143,0.399,43.319,43.49,5.666,2.287,5.714,0.496,1.094,2.81,0.389,1.19,2.905,0.41,0.19,0.285,0.667,0.381,0.763,0.499,0.618,1.857,0.333,-1.7,1.5,-0.3,1.2,3.6,4.9,0.446,0.288,0.252,4.5,17.3,10.8,5.1,2.1,0.6,15.7,14.5
32,81.0,245,83.0,28.0,7,13,7,14,10,6,15,9,15,10,15,12,17,7,11,9.226,3.226,7.899,0.495,1.375,3.749,0.367,1.85,4.149,0.446,1.401,1.9,0.737,0.701,3.498,4.199,1.375,1.876,0.125,0.999,1.749,5.05,13.569,2.248,1.075,1.575,0.3,0.374,0.802,0.825,1.6,0.516,0.725,2.175,0.333,56.269,56.319,7.2,3.098,7.326,0.491,0.999,3.3,0.303,2.101,4.025,0.522,0.277,0.302,0.917,1.124,1.776,0.633,0.702,1.949,0.36,0.3,0.9,1.2,7.2,8.1,15.3,0.528,0.475,0.241,2.8,14.0,8.4,7.5,3.3,0.4,10.3,15.9
33,80.0,190,81.0,31.0,15,12,16,12,9,7,6,16,10,16,12,12,16,14,12,16.805,6.072,13.83,0.518,2.197,6.757,0.325,3.88,7.073,0.549,2.464,3.196,0.771,1.146,4.098,5.244,0.978,1.267,0.099,1.416,2.389,7.318,11.966,4.925,1.22,2.243,0.438,0.585,0.749,2.024,3.755,0.539,1.415,2.731,0.518,60.453,60.136,10.242,4.221,9.192,0.557,1.806,4.462,0.405,2.415,4.734,0.51,0.073,0.145,0.503,0.705,1.22,0.578,1.632,3.366,0.485,1.3,-0.1,1.1,0.0,-0.8,-0.8,0.551,0.489,0.231,4.3,15.7,10.0,5.3,2.1,0.3,8.5,25.0
34,74.0,210,77.0,25.5,4,16,12,9,6,6,16,13,8,12,11,15,17,7,11,16.427,5.799,13.55,0.539,3.0,7.649,0.392,2.801,5.902,0.475,1.824,2.177,0.838,1.274,3.525,4.799,0.776,1.625,0.05,1.098,1.975,2.399,16.053,2.252,1.851,1.949,0.301,0.6,0.502,0.824,2.277,0.362,1.675,3.024,0.554,63.79,63.368,8.826,3.725,9.075,0.486,1.376,4.225,0.326,2.349,4.852,0.484,0.175,0.275,0.636,1.099,1.725,0.637,1.076,2.85,0.378,1.5,0.4,1.8,3.5,5.1,8.6,0.566,0.565,0.161,4.3,11.8,8.0,4.1,2.6,0.1,7.0,22.0
35,78.0,215,80.25,45.0,10,14,15,8,13,10,14,10,16,14,7,14,13,9,12,13.787,5.191,10.832,0.576,2.097,5.477,0.383,3.096,5.358,0.578,1.31,1.786,0.733,1.168,4.238,5.406,0.833,1.717,0.309,0.88,1.929,4.547,12.067,4.667,1.426,1.571,0.238,0.333,0.715,2.095,3.189,0.657,0.763,1.834,0.416,49.358,49.31,6.406,2.715,7.096,0.451,0.976,3.24,0.301,1.737,3.856,0.45,0.261,0.356,0.733,0.715,1.332,0.537,0.762,2.166,0.352,2.3,2.3,4.6,6.0,9.9,15.9,0.593,0.506,0.165,5.3,18.8,12.2,5.4,3.5,1.2,7.0,22.8
36,75.0,190,80.25,35.5,5,16,14,8,11,4,14,7,11,12,6,15,17,17,11,13.62,4.788,9.762,0.62,2.525,5.998,0.421,2.262,3.762,0.601,1.524,1.785,0.854,1.501,3.855,5.356,0.74,1.333,0.166,0.593,1.262,4.857,14.952,2.666,2.119,1.524,0.237,0.309,0.767,1.097,1.738,0.631,0.927,1.714,0.541,50.782,50.482,7.834,3.312,8.119,0.483,1.215,3.975,0.306,2.094,4.142,0.506,0.166,0.239,0.695,1.07,1.596,0.67,0.858,2.31,0.371,3.1,1.2,4.4,8.3,6.4,14.6,0.646,0.614,0.183,6.1,16.7,11.2,4.9,2.6,0.6,5.3,19.6
37,73.0,175,74.0,30.5,10,15,8,6,8,5,12,15,9,15,12,15,8,15,11,13.0,4.658,12.416,0.444,1.708,5.366,0.318,2.952,7.047,0.419,1.977,2.295,0.861,0.975,3.145,4.12,0.902,0.878,0.023,1.44,2.439,-9.61,13.307,3.025,0.927,2.023,0.316,0.537,0.588,1.17,2.926,0.4,1.44,3.584,0.402,54.189,53.868,9.244,3.878,8.584,0.538,1.487,3.977,0.374,2.389,4.61,0.518,0.367,0.512,0.717,1.099,1.683,0.653,0.929,2.415,0.385,-0.1,-0.5,-0.5,-3.3,-2.9,-6.2,0.484,0.432,0.185,3.7,12.0,7.9,6.9,1.6,0.1,9.7,24.7
