name,Primary_Position,team_id,conference_id,SOS,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,player_id.1,season_id.1,game_type,GS,GP,PG_Min,SG_Min,SF_Min,PF_Min,C_Min,Min,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,AOBPM,ADBPM,ABPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P,OPM+,DPM+,EPM+
Mitch McGee,PG,812,1,0.585,205687,2045,PG SG SF pf ,SR,75.0,205,81.25,38.5,12,9,17,11,7,9,15,13,14,12,5,12,19,12,164,12,4,205687,2045,College,43,43,32.396,0.511,0.536,0.0,0.0,33.442,9.208,5.283411664511245,10.968993470649464,0.577,2.08970759864997,5.466359650506262,0.382,3.193704065861275,5.4994795445226,0.581,1.8736397186386144,2.717408447150112,0.689,0.9178942055956848,2.297282463815841,3.215176669411526,12.175503895530392,2.95432092957614,0.5817691427137727,6.344825410844399,3.390255758887269,11.372,11.707,4.177838059489639,5.6098791912437305,2.493454878087247,1.5045894710279784,1.7600857962968806,0.855,0.5866952654322936,0.952591237422326,0.616,1.0992650537803992,2.785225372993092,0.395,63.406,63.771,15.205971366295024,6.413573567922723,14.367032036505623,0.529,2.3694155650687616,6.308510137836948,0.376,4.0504304464411724,8.058521898668674,0.503,1.7155133211020683,2.2988505747126435,0.746,0.6931050163867589,1.1666745072211506,0.594,1.6433802198491478,4.594564927631682,0.358,0.5,0.5,0.9,1.4,1.4,2.8,4.7,4.9,9.6,0.597,0.498,0.248,2.3,5.4,3.9,32.8,3.0,1.0,34.3,17.0,1.1,3.0,4.1
Josh Di Marco,PG,829,1,0.561,196869,2045,PG SG sf ,RS SR,77.5,200,82.0,30.5,5,16,10,10,4,11,10,11,15,17,17,5,19,16,175,12,3,196869,2045,College,40,40,32.7,0.0,0.0,0.0,0.0,32.7,19.575,10.027948235008203,21.64621179901573,0.53,2.8859590497600096,7.477671790509752,0.386,7.138951333616866,14.163983231058994,0.504,6.798711950908317,7.82246795066529,0.869,1.063248070964214,2.4333895703190307,3.496637641283245,13.557931830609393,2.205401790464031,0.3024637879409663,5.542560301354882,3.951788184153329,10.65,11.306,8.051825748830428,6.719727808493833,5.545598152986208,3.759341393766329,5.582052372562124,0.673,0.2642930919253903,0.6850355428640865,0.386,3.115316847925148,7.898414241448448,0.394,65.836,65.793,16.450078275804415,6.84115331418236,14.819205690574982,0.555,2.7768911586338967,7.485598771905824,0.371,4.067301992613196,7.3366467557338915,0.554,1.328408797288465,1.6308725852294317,0.815,0.3435015883148663,0.8374751113340325,0.41,2.393871688477497,4.862219385040961,0.492,4.5,0.0,4.5,2.0,0.9,2.9,7.2,2.6,9.7,0.593,0.345,0.361,2.4,5.7,4.0,42.6,2.2,0.6,18.1,27.5,3.9,0.6,4.5
Carson Lenz,PG,853,1,0.568,201374,2045,PG sg ,SR,77.0,180,83.0,31.5,11,15,14,16,10,6,12,18,15,15,13,10,16,16,189,13,5,201374,2045,College,32,42,24.738,0.0,0.0,0.0,0.0,24.738,15.479,11.464131590468446,20.305626785081408,0.659,3.821377196822816,7.740738424333396,0.494,7.646923926866387,12.56071882752726,0.609,5.507953384618592,6.404403027081118,0.86,1.584422623887256,4.097374860034007,5.681797483921264,12.6607876248254,2.761995604031021,0.3939783519263468,5.956178205849856,3.948077800356654,2.002,12.424,9.2355160839744,7.59271999499656,4.763691704713658,3.67335876748598,4.315466883482394,0.851,0.9443992745012196,1.5865073904976337,0.595,3.024996351658432,6.652490253716096,0.455,47.967,48.226,16.09712603160121,6.618836312362626,16.142744577613737,0.499,2.863600547422552,8.441504582590303,0.339,3.7531621946667775,7.701239995023432,0.487,0.937253763530046,1.4328370588479242,0.654,0.9351801932567496,1.383071372288807,0.676,1.8765810973333887,4.887405134159997,0.384,4.5,1.2,5.7,2.1,1.3,3.4,4.6,3.5,8.1,0.698,0.381,0.315,3.7,9.0,6.4,43.5,2.8,0.7,20.5,26.5,4.8,2.8,7.6
Steven Reed,PG,853,1,0.568,208095,2045,PG SG ,RS SO,74.0,185,78.25,46.0,5,11,7,11,4,3,13,12,10,8,12,3,15,11,131,11,2,208095,2045,College,10,42,15.406,1.525,0.0,0.0,0.0,16.93,5.427,5.825976538880155,13.393397025033254,0.513,2.086104728504051,6.261337525698392,0.333,3.742895150562341,7.129036159148628,0.525,2.6635627040754626,3.6673116459063975,0.726,1.145845930584109,3.0951159914326225,4.240961922016732,7.050429314306446,1.3605236960390965,0.2141844399529397,6.261337525698392,3.885486741681498,0.07,13.188,3.5947514814366914,4.677107268109808,4.105695972910873,1.3000362800822347,1.7988874108114643,0.723,0.5048978111017052,1.0067722820171727,0.502,1.9440077397508768,4.314306445761277,0.451,33.076,33.149,14.941627198407192,6.319949319738153,15.584180518266011,0.479,2.2987118766780297,8.120908624694561,0.283,4.018220760807265,7.46628857582431,0.538,1.2247729946604724,1.4359407523605536,0.853,0.5731696280430782,1.2247729946604724,0.468,2.2293281848622883,4.814624875561857,0.463,-1.6,1.1,-0.5,0.6,1.3,1.9,-1.3,0.9,-0.3,0.547,0.467,0.274,2.7,6.8,4.8,20.5,1.4,0.4,29.4,19.5,-0.3,0.5,0.2
Reed Burris,PG,769,1,0.552,209174,2045,PG sg pf ,JR,75.5,230,74.0,33.0,11,14,14,13,11,10,17,15,16,15,16,7,13,15,191,14,5,209174,2045,College,33,37,26.622,0.703,0.0,0.0,0.0,27.325,10.082,6.5162419762692085,14.456331453024704,0.536,2.46644621668936,5.7829216105816,0.427,4.045905465862673,8.675354989301692,0.466,4.098424431044545,5.255786811904299,0.78,0.7352655125461973,3.27516463760186,4.010430150148057,13.87862283602412,1.9033474683915343,0.1035702421198678,5.83544057576347,4.750552048932054,8.432,12.745,4.625559229721844,5.467807819490371,4.680023341762304,1.840108928224081,2.9955261622252483,0.614,0.4707255397782533,1.3149192764053688,0.358,1.7331258510017509,4.362964403812488,0.397,51.41,51.173,18.222500146561664,7.660289605846833,16.160866081722784,0.564,2.9077834014030834,8.027670842045609,0.362,4.756414515467141,8.131241084165476,0.585,1.7450608719441894,1.9013933128798388,0.918,0.736716627909249,1.2174388837863717,0.605,2.270728704590311,5.016317198522659,0.453,2.7,-0.2,2.5,1.5,0.7,2.2,5.5,-0.6,4.9,0.585,0.4,0.364,1.8,8.0,4.9,40.5,1.9,0.2,25.8,20.7,2.9,-1.4,1.5
Kevin Cameron,PG,769,1,0.552,212839,2045,PG SF sg pf ,SO,79.5,225,80.0,26.5,7,11,12,10,9,11,13,13,15,10,7,10,11,13,153,12,4,212839,2045,College,11,45,14.665,0.154,2.157,0.0,0.0,16.934,4.046,4.571519087597022,9.859021067638206,0.556,1.824805955963884,5.208300332646918,0.35,2.7435450657373672,4.644384603199747,0.591,1.834310153651196,3.028670996356724,0.606,1.0517978773958498,3.5321421758758818,4.583940053271732,8.585458577538413,3.818274305334775,0.2098302282698544,5.914779027403769,3.3890761111464363,7.133,12.59,3.095200380167907,4.996039917630286,2.746713131633138,0.982100427688896,1.2672263583082528,0.775,0.5607476635514018,1.127831458894345,0.497,1.1943608427055283,2.2429906542056077,0.532,31.565,31.454,16.67514465568767,7.131048515292172,15.260380237807592,0.546,2.403509887454696,6.930756024670949,0.347,4.721180136071724,8.332803459019521,0.567,1.481528581420487,2.0410758568067653,0.726,0.2829528835760158,0.5627265212691549,0.503,2.972594900489604,5.725821835060723,0.519,-1.4,0.6,-0.8,0.4,0.9,1.3,3.6,5.7,9.2,0.573,0.528,0.307,2.5,8.5,5.5,23.4,3.8,0.4,34.6,15.5,0.9,3.9,4.8
Dwight Blanchard,PG,252,1,0.552,206328,2045,PG sg ,JR,75.0,185,79.0,29.5,10,16,12,15,8,6,13,18,19,15,15,11,17,13,189,14,5,206328,2045,College,39,41,27.22,0.267,0.0,0.0,0.0,27.488,14.488,9.784465385870297,18.72636892309464,0.589,2.4797036638965126,6.091779743968677,0.407,7.302842446692129,12.634589179125962,0.578,5.7616643955242495,7.254860564650787,0.794,0.7523559104082298,3.364711746774286,4.117067657182516,14.463658522541886,2.246975593857244,0.3278437086600587,5.197397462718078,4.116259897620736,8.123,11.681,7.49285069957584,5.2434600694777656,5.945914822563,2.995988714661344,4.074621422950695,0.735,0.7446788092816152,1.214901253286759,0.613,3.5583363721858627,7.348905053451816,0.484,52.103,52.159,16.415192009049253,6.873214593838071,14.823903832512128,0.553,2.663011177361529,7.624762744684522,0.349,4.210203416476544,7.201058302498129,0.585,1.1215705822580957,1.4513315055886808,0.773,1.215514101113902,1.5912881765371267,0.764,1.8712015184340192,4.162273049713376,0.45,5.0,0.4,5.4,2.0,0.9,2.9,8.2,2.4,10.6,0.634,0.325,0.387,1.9,7.8,4.9,45.9,2.3,0.6,19.2,25.1,5.4,0.4,5.8
Odell Cain,PG,818,2,0.56,212664,2045,PG sg ,RS FR,77.5,240,79.0,33.0,8,15,11,8,10,7,8,12,14,15,7,8,12,13,152,13,4,212664,2045,College,41,41,28.828,0.0,0.0,0.0,0.0,28.828,8.341,5.535312399528454,10.89022255563891,0.512,0.0857357196441967,0.4786911013467653,0.179,5.442432036580574,10.416889936769907,0.522,3.749151573607688,4.486835994712965,0.836,1.2628157039259815,3.926256508341303,5.189072212267284,9.105847890544066,1.7727482024581165,0.2160592214784117,6.580216482692103,4.404420359154181,-2.146,9.469,4.531490015360983,5.051262815703926,3.2704604722609227,1.4807273246883148,1.7432929660986676,0.849,0.7841246025792163,1.6986389454506483,0.462,3.179366270138964,6.96959954274283,0.456,55.986,56.466,18.83434279035172,7.774590018772358,16.76052845960401,0.562,3.281620798356533,8.42099670598236,0.39,4.492969220415826,8.332447844720717,0.539,1.6859703184217052,1.9870364467112955,0.848,0.3471115361456451,0.563170757624057,0.616,2.4598873658484752,5.784011617610598,0.425,-1.0,0.0,-1.0,0.7,0.9,1.6,-0.9,-3.3,-4.1,0.579,0.044,0.412,2.9,9.3,6.0,27.2,1.8,0.4,33.8,17.6,0.7,-1.0,-0.3
Derek Glick,PG,25,2,0.533,212805,2045,PG C pf ,RS FR,82.5,230,87.0,27.5,12,12,15,10,14,7,8,10,13,13,12,12,12,7,156,12,4,212805,2045,College,43,43,26.233,0.0,0.0,0.0,0.0,26.233,11.859,8.394692044219292,18.409664253337983,0.566,4.056853374900014,10.211867013967224,0.397,4.3460426195213,8.201899214471768,0.53,3.484627848308961,4.532682486617307,0.769,1.5279857251266489,3.8152898922524368,5.343275617379085,6.96515372151691,2.7213955874807594,0.3817342226782965,7.346637405910945,3.915854284248333,4.768,14.064,5.722255265910537,6.390877207375352,3.91123325881412,1.378263633939742,1.673605841212544,0.824,1.4787620239145147,2.2889021063642145,0.646,1.4808130114650204,4.249646204647537,0.348,48.757,48.725,19.04771677783479,7.827603899435608,16.60954335556696,0.573,3.388404309902514,8.781939456131349,0.386,4.439199589533093,7.829656233966135,0.567,1.7198563365828627,2.1487942534633144,0.8,0.8599281682914314,1.1431503335043611,0.752,1.8594150846587996,4.533606977937404,0.41,-0.7,-0.1,-0.9,0.3,0.5,0.8,-3.5,-2.0,-5.5,0.596,0.555,0.246,3.4,8.4,5.9,21.7,2.7,0.7,26.5,24.6,-1.3,1.1,-0.2
Devonte Copeland,PG,357,2,0.552,206231,2045,PG SG ,JR,76.0,190,78.0,24.5,10,14,19,16,11,11,15,15,15,18,10,12,19,18,203,15,5,206231,2045,College,39,39,25.487,4.306,0.102,0.0,0.0,29.924,24.332,12.9721269228945,25.94741585113279,0.629,6.689222304785695,15.204502695609555,0.44,6.2860666234525935,10.744494158195128,0.585,5.835480861962656,7.054433921993327,0.827,1.1731039825457306,3.752762892171673,4.925866874717404,8.635436593887844,3.221651533703309,0.2878178319843528,4.986482427155302,4.689363461446722,7.155,14.391,7.625175886547248,7.337433400262447,4.948538363029834,3.038687135381259,3.93195364500166,0.773,0.769948301212629,1.5383155997533635,0.501,2.471107176171128,5.271062908096315,0.469,63.251,62.887,13.210997503458586,5.708652026650976,13.292095345619922,0.497,1.7952836039244997,6.115731391225532,0.294,3.910188115190739,7.17636395439439,0.545,1.5090559257080158,2.122855280105586,0.711,0.6551433523621734,1.020878718972125,0.642,1.7539396059598964,4.037400416620288,0.434,4.0,1.8,5.8,1.8,1.2,3.0,4.7,8.6,13.4,0.662,0.586,0.272,2.8,8.4,5.7,31.3,3.2,0.6,14.6,31.3,5.0,2.4,7.4
Ryan Carr,PG,285,2,0.539,197112,2045,PG sg ,RS SR,76.5,195,81.0,29.0,6,7,5,18,6,7,14,7,18,16,18,13,15,8,151,11,2,197112,2045,College,40,40,29.825,0.0,0.0,0.0,0.0,29.825,11.876,8.313735577276402,16.99492908062027,0.519,1.0086720070551922,3.812375982949952,0.265,7.301388990960536,13.18071580803998,0.554,4.179833909017418,6.845741162636879,0.611,1.1942382597192622,1.8472337674332688,3.041472027152531,10.749981627103695,2.495612819802346,0.1810289092084603,6.248622032777247,4.017733444167359,2.501,7.542,9.829499522304696,3.906077754097156,5.789299625192915,4.319467920923055,5.5596384214007495,0.777,0.5971191298596311,1.0105092966855296,0.591,2.386639229808187,6.6105680899537,0.361,54.428,54.135,15.42255472430036,6.2325667313198485,13.66952987900619,0.564,2.9555740278932303,6.880945783688926,0.43,3.2806871709614853,6.788584095317263,0.483,1.2468827930174564,1.3835780918075182,0.901,0.646531818601644,1.2468827930174564,0.519,1.387272559342385,4.158123210492288,0.334,1.4,0.0,1.4,0.9,0.6,1.5,3.8,3.4,7.2,0.545,0.224,0.403,2.6,4.3,3.4,35.8,2.5,0.3,23.8,23.6,0.9,1.4,2.3
