name,Primary_Position,team_id,conference_id,SOS,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,player_id.1,season_id.1,game_type,GS,GP,PG_Min,SG_Min,SF_Min,PF_Min,C_Min,Min,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,AOBPM,ADBPM,ABPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P,OPM+,DPM+,EPM+
Chip Wagner,SF,409,1,0.568,213387,2045,SF pg pf c ,SO,80.0,255,83.0,25.0,15,12,14,16,8,16,16,15,16,9,10,9,10,18,186,15,5,213387,2045,College,50,50,0.0,0.0,31.621,0.0,0.061,31.679,13.399,7.827634870742191,16.004875232535763,0.592,3.302007826031176,7.569439989736352,0.436,4.525627044711015,8.435435242799409,0.537,2.532234267752903,3.7478350118673434,0.676,1.796138302649304,5.74681267863451,7.542950981283814,2.562704471101417,3.473136581136196,0.1894730081248594,2.2163063698761944,2.7602042454799447,8.081,13.102,6.156584771313105,2.2772467765732247,2.856180640195009,0.2229135929180832,0.2229135929180832,1.0,2.8529732503688496,4.650715247931234,0.613,1.4465328115979217,3.561806401950093,0.406,62.356,62.278,12.49397861202993,5.16875943350782,12.107004078486783,0.516,2.1532483380969203,6.039050708115226,0.357,3.020328205786956,6.071164777288931,0.497,0.4190886027168503,0.5122194033205948,0.818,0.9007996403224252,1.7662738045537751,0.51,1.7004399627476796,3.787854459038505,0.449,1.4,0.5,1.9,1.4,1.1,2.5,5.8,7.3,13.1,0.609,0.473,0.234,4.2,13.1,8.7,8.0,3.5,0.3,11.2,18.2,2.9,3.1,6.0
Graham Hathaway,SF,720,1,0.572,210023,2045,SF pg sg pf c ,RS SO,72.0,190,77.0,31.0,10,13,13,15,10,8,15,12,8,14,15,7,13,16,174,13,5,210023,2045,College,41,41,4.39,1.39,31.365,0.0,0.0,37.147,11.56,6.17124013661524,14.399069603109178,0.517,2.549758567895419,5.888587916617595,0.433,3.6244258626781294,8.510481686491579,0.426,2.1198916499823346,3.340301495701331,0.635,1.757743493110352,5.157968361682813,6.915711854793165,2.010952773524909,2.6489277795139663,0.0744080836942125,2.981097632787657,2.7575635817075166,2.17,14.448,3.8069720880932754,0.9348133317630432,3.1268401837239432,0.5388057943705099,0.9701448592627488,0.555,1.3646802496761277,2.981097632787657,0.458,1.7238841125898012,4.559239194441173,0.378,67.928,67.197,14.881616738842506,6.31575814396476,14.847389020343172,0.501,2.250100450912987,7.150616843013824,0.315,4.065657693051773,7.695284015655461,0.528,0.6890188550084081,0.7619387770287364,0.904,0.943494501242615,1.306605949670372,0.722,2.43314433680075,5.625251127282468,0.433,-0.7,-0.1,-0.8,0.9,1.1,2.0,-0.2,2.3,2.1,0.536,0.409,0.232,3.8,11.2,7.4,6.2,2.6,0.1,15.8,17.3,-0.8,1.2,0.4
Reginald Barker,SF,310,1,0.572,209025,2045,SF pg ,RS SO,78.0,215,79.0,27.0,11,11,11,7,6,14,9,12,9,10,16,12,15,11,152,12,4,209025,2045,College,15,41,0.316,0.683,17.562,0.244,0.0,18.806,5.829,5.787580165806352,12.657072840085512,0.533,1.9083372438604729,4.838625580061526,0.394,3.881849940038584,7.821054278116691,0.496,1.720631941185672,3.1805620731007878,0.541,1.4625371500078213,3.8862064465614,5.3487435965692205,1.715417905000261,1.5268171734307712,0.0574187654965418,2.163825016945617,3.43729609813389,-6.098,11.086,5.341780071953699,1.6502424526826216,3.0554252046509203,0.7664633192554356,1.5251055842327546,0.503,1.9083372438604729,3.5611867146358,0.536,1.207049376922676,2.7321549611554308,0.442,38.358,38.315,15.469137413545608,6.305624429074776,13.686545739266606,0.565,2.8657183870546787,7.571447213884902,0.378,3.4425159859063035,6.107268693723085,0.564,0.636826308234373,0.6968550176171213,0.914,0.5741876549654183,1.0857366566618818,0.529,2.228892078820305,4.327286963330288,0.515,-0.4,-1.4,-1.8,1.0,0.7,1.7,0.9,-2.2,-1.3,0.541,0.382,0.251,3.2,8.7,6.0,5.5,1.5,0.1,13.3,15.0,1.3,-2.4,-1.1
Royce Holmes,SF,829,1,0.561,208910,2045,SF pf c ,RS SO,79.0,215,81.0,25.0,13,13,7,9,12,13,12,15,6,14,6,6,14,12,160,12,4,208910,2045,College,39,43,0.0,0.256,25.511,2.324,0.0,28.07,8.511,5.376590824845992,11.658694155649304,0.532,1.6415723792208712,4.430480292305791,0.371,3.7367835772156814,7.222918468571832,0.517,2.6265158067533934,3.653822392459358,0.719,2.257603304326337,5.996855845830463,8.2544591501568,1.5621414576456676,2.0119053927543145,0.2472930245703284,1.313257903376697,2.587744864253793,7.511,10.724,4.515206608652675,1.4756500097082237,3.4102342329620674,0.2877164492612925,0.2877164492612925,1.0,1.9751822498367253,3.8585776569643264,0.512,1.4756500097082237,3.0783894939367733,0.479,56.653,56.613,13.763623196085708,5.8308162436189575,13.307897479377528,0.517,2.0949251938600675,5.949163619663328,0.352,3.739423807252751,7.351668344726477,0.509,0.4910532916467949,0.6146998039319591,0.799,1.2717926977902605,2.4234716407892183,0.525,1.9695123028279724,4.313496900005299,0.457,0.8,0.3,1.1,1.1,1.0,2.1,6.8,4.0,10.8,0.566,0.38,0.313,5.1,14.0,9.5,4.3,2.0,0.5,9.0,13.1,4.1,0.3,4.4
Donnie Peck,SF,123,1,0.564,198824,2045,SF pg ,RS SR,75.5,205,82.25,25.0,11,16,8,12,7,4,15,17,13,8,11,10,16,7,160,11,3,198824,2045,College,40,43,0.0,1.302,25.021,0.0,0.0,26.302,11.394,8.276151799467861,19.122971972712904,0.506,2.79472662892352,8.094104467161463,0.345,5.4914277712205175,11.026866985416207,0.498,3.4428951527397125,4.557184868065697,0.755,1.3043391281733252,4.621528335206293,5.925867463379618,2.044531578210335,3.588055867715524,0.4174024723069513,1.442375017504551,3.1746668807192164,7.348,13.201,4.931282133354672,2.048532618480805,3.6289435253165823,0.6041570808410186,0.794206493688359,0.761,1.86448476603917,4.375137535759297,0.426,3.022785924340328,5.863524516374257,0.516,49.987,49.832,13.023759833039012,5.506501846203244,12.977604751966606,0.502,2.006742655321881,6.586129394766416,0.305,3.49775244822604,6.391475357200192,0.547,0.6521913629796116,0.7966768341627869,0.819,1.304382725959223,2.191362979611495,0.595,1.5451918445978488,3.409455771391877,0.453,1.4,0.0,1.4,1.3,1.0,2.3,8.2,8.3,16.5,0.539,0.423,0.238,3.1,11.2,7.1,6.2,3.6,0.8,6.4,20.7,2.3,2.3,4.6
Rick Coleman,SF,123,1,0.564,201772,2045,SF pf ,RS JR,77.5,190,79.0,30.0,9,10,15,14,7,11,15,18,8,9,14,13,14,10,163,13,4,201772,2045,College,7,45,0.0,0.066,15.645,0.423,0.0,16.113,5.334,6.149636819647568,14.911566398488649,0.505,2.749096120647536,7.667502687208885,0.359,3.397283476108269,7.244063711279764,0.469,2.3223999218266504,3.0357317351226345,0.765,1.5927819940718544,3.3417340359375505,4.934516030009405,2.097651542295039,4.294177331194972,0.3633031126239649,1.745871469984691,1.9638006087781883,5.334,12.301,3.9054102472232177,3.1073906387414088,2.6806944399205235,0.7947623855900459,0.938080192827595,0.847,1.1628285723592064,3.328881795381258,0.349,1.449464186834305,2.9673300543956223,0.488,30.701,30.553,11.85808267600563,5.017510555428271,11.714070631361896,0.506,1.8165155631198244,5.531371714725231,0.328,3.200994992308447,6.189244918665924,0.517,0.5793211795895656,0.5793211795895656,1.0,1.3092004058521258,1.8885215854416912,0.693,1.3092004058521258,3.708310149576146,0.353,0.4,-0.5,-0.1,1.1,0.8,1.9,9.4,10.5,19.9,0.535,0.514,0.204,3.8,8.1,5.9,6.0,4.3,0.7,9.7,16.5,1.9,4.3,6.2
Dexter Barker,SF,853,1,0.568,212604,2045,SF PF C ,RS FR,81.0,225,85.25,30.0,14,11,7,11,6,5,9,15,7,13,5,13,16,8,137,11,3,212604,2045,College,32,38,0.0,0.0,28.658,0.079,0.025,28.762,10.605,6.7688378033205625,16.28884631758195,0.486,2.2828863346104726,7.517383283666809,0.304,4.480630055342698,8.773236838370938,0.511,2.987086703561799,3.7320845749964526,0.8,1.0731516957570597,4.048582995951417,5.121734691708477,1.1653895274584931,2.139207609214504,0.1396672736594593,1.6336739037888466,2.74384314834786,1.712,10.74,6.446005392365546,1.5414360720874132,2.800837235703136,0.4186178515680431,0.4647367674187597,0.901,2.797289626791543,4.714772243507876,0.593,1.2629487725273163,3.5919540229885056,0.352,56.376,56.563,15.724059897813058,6.514859537153263,15.213125187843644,0.517,2.699644644025246,7.816063504411011,0.345,3.8169828333009206,7.397061683432632,0.516,0.183865777982073,0.183865777982073,1.0,1.2092710782667115,1.951805950886622,0.62,2.420310096706328,5.257854074218129,0.46,0.0,-0.9,-0.9,1.0,0.8,1.8,4.1,1.8,5.9,0.525,0.462,0.229,2.5,8.9,5.8,3.5,2.2,0.2,8.4,18.0,1.2,-0.0,1.2
Ned Sullivan,SF,769,1,0.552,202820,2045,SF PF c ,RS JR,82.0,255,84.0,27.0,17,17,17,13,15,12,15,18,13,14,8,6,6,14,195,13,4,202820,2045,College,40,40,0.0,0.0,28.325,0.699,0.0,28.974,18.725,12.114869083030367,22.815908339759837,0.649,5.372553339943447,12.16628107671404,0.442,6.745988028350042,10.649627263045792,0.633,4.77580698468657,5.322977488891337,0.897,2.7523778047078697,7.906366140931532,10.6587439456394,1.6965957915610883,3.4668934785422407,0.3235767246639425,2.0197568947155813,3.2838415028752106,13.073,13.013,9.27068414674452,2.9378282104953914,4.087253497851713,0.1836142631559619,0.3213249605229333,0.571,4.452645881532077,6.476075061510778,0.688,2.1115640262935624,3.8540633836436418,0.548,54.462,54.083,13.359096203982768,5.408353826525896,13.035519479318824,0.512,2.5386905312205315,6.843185474178577,0.371,2.865965275594919,6.197881034705914,0.462,0.2755024684281567,0.3679529611892831,0.749,1.0631806667529538,1.8490098552225285,0.575,1.5254331305585858,3.975371188728436,0.384,3.8,1.4,5.2,1.7,1.1,2.8,4.6,7.7,12.4,0.683,0.533,0.233,6.7,19.2,12.9,5.8,3.5,0.6,7.4,24.8,5.5,3.9,9.4
Quentin McAdams,SF,252,1,0.552,202849,2045,SF pg ,RS JR,77.0,200,80.0,31.5,8,15,16,15,12,11,16,10,14,11,12,10,15,8,177,13,4,202849,2045,College,37,42,0.0,0.0,27.406,0.0,0.0,27.406,9.809,6.738632646385345,16.04033173622737,0.516,3.0729858184687027,8.112528622832842,0.379,3.667571051973292,7.925878889337874,0.463,2.3340837807154267,3.390482787815813,0.688,1.010217629740807,6.265370427297878,7.275588057038685,2.336008004772076,3.70427297878881,0.1825238241623117,2.474552136850815,2.8800338149400555,5.426,13.912,4.396851969443323,1.650984240604976,2.6111720448729048,0.5464796320883603,0.8235678962458389,0.664,1.649060016548327,3.480921318478324,0.474,1.468182955223306,3.619465450557063,0.406,51.969,52.048,12.171457116507838,5.0760836151245,12.43659698739625,0.489,2.0116046726098986,5.673608976329541,0.355,3.062557639102367,6.772594528127882,0.452,0.4553489086996618,0.547571472486935,0.832,1.0970642483861048,1.8310021518598216,0.599,1.5101444820166,4.394020903781125,0.344,-0.1,1.0,0.9,0.8,1.0,1.8,4.3,8.5,12.8,0.538,0.506,0.211,2.5,14.5,8.7,6.8,3.7,0.3,12.4,18.5,0.1,3.9,4.0
Anderson Brunson,SF,818,2,0.56,203420,2045,SF PF sg ,RS JR,75.5,220,83.0,30.0,5,14,11,14,12,12,17,12,5,16,10,12,17,12,170,12,3,203420,2045,College,36,37,0.0,0.0,24.999,3.566,0.108,28.702,12.164,7.536377862114863,16.529668867025197,0.551,3.156645142723528,7.968055830350558,0.396,4.3761354029893695,8.556217062071694,0.511,3.644081515189668,5.347410831519686,0.681,2.237530802021692,6.160808138395482,8.398338940417174,1.410148029569941,3.03408220349552,0.5291382351369167,2.381423458100257,3.3209214488054304,4.54,13.25,4.95890066010756,2.091839487742144,3.987625231577244,0.9209129989028184,1.169127830638344,0.788,1.5576380020504703,3.6458801733906494,0.427,1.895785743835099,3.744806374444664,0.506,55.597,56.129,13.725525129612144,5.970175844928647,13.289030625879668,0.516,1.7816102193162182,5.583566427337027,0.319,4.190347235831745,7.705464198542643,0.544,1.0083913841329797,1.204368508257763,0.837,1.924139036861516,2.8879901655115896,0.666,1.2524719841793013,3.6131055247732906,0.347,0.7,0.5,1.2,1.1,1.0,2.1,2.7,4.9,7.6,0.579,0.482,0.324,5.1,14.5,9.7,4.5,3.0,1.0,11.2,19.2,1.6,1.1,2.7
Gonzalo Alba,SF,25,2,0.533,197200,2045,SF sg ,RS SR,75.5,190,82.25,30.0,4,11,17,8,7,9,18,14,6,14,18,6,17,14,167,11,2,197200,2045,College,1,44,0.0,3.773,11.91,0.045,0.0,15.819,4.887,5.614629190653572,12.929224517439891,0.506,1.842194378598036,5.384354893328818,0.342,3.772434812055537,7.534710463934981,0.501,3.460887233322045,4.314256688113782,0.802,1.9200812732814083,3.4708334745619087,5.3909147478433175,4.158482898747037,2.6200725349964413,0.2270955496051249,2.235015238740264,2.701420194556486,3.341,8.728,5.0829664747714185,2.082627836098882,4.006095496105655,1.3850321706738908,2.309515746698273,0.6,1.1513714866237723,1.7744666440907553,0.649,1.2326447680325092,3.4676600067727734,0.355,29.53,29.503,10.47351116835576,4.626648137477544,11.320882622106229,0.463,1.2303833508456767,4.857133172897671,0.253,3.3894858150018643,6.470528420838559,0.524,0.99989831542555,1.074467003355591,0.931,1.3862996983357625,2.3861980137613124,0.581,1.0032878012405515,3.006473917906653,0.334,1.3,0.1,1.3,0.8,0.5,1.3,6.6,6.6,13.2,0.558,0.416,0.334,4.2,7.6,6.0,12.0,2.6,0.4,13.1,15.2,3.0,0.6,3.6
