name,Primary_Position,team_id,conference_id,SOS,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,player_id.1,season_id.1,game_type,GS,GP,PG_Min,SG_Min,SF_Min,PF_Min,C_Min,Min,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,AOBPM,ADBPM,ABPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P,OPM+,DPM+,EPM+
Brett Carman,C,720,1,0.572,199987,2045,C SF PF ,RS SR,81.0,240,86.0,26.0,11,19,9,8,8,19,14,14,12,11,12,15,9,11,177,12,3,199987,2045,College,40,40,0.224,0.224,0.174,0.025,34.224,34.874,14.301,9.0679270169268,16.681845303520397,0.559,0.5103162390478284,1.4540087303331972,0.351,8.554470370254059,15.2278365731872,0.562,3.804603837578117,4.514335960807713,0.843,1.884244574945828,10.21767820514859,12.10192278009442,1.2200483622774236,1.5105499992049738,2.5870156302173606,1.689539302201426,5.007075734206802,2.877,6.025,12.798731275319536,0.0800803944351976,4.7498665326759415,0.0753697829978331,0.1570203812454856,0.48,6.316929937505887,10.912916496561254,0.579,2.1606004459378827,4.16104010300537,0.519,63.686,62.891,15.782862412745862,7.713345311729819,17.452417675025046,0.452,0.3577618419169674,0.675772368065383,0.529,7.353993417182108,16.773465201698176,0.438,0.7552749996024869,1.908063156890493,0.396,6.517625733411776,14.628484202827114,0.446,0.0795026315371038,0.2385078946113116,0.333,1.0,0.0,1.0,1.4,1.2,2.6,6.1,5.6,11.8,0.601,0.087,0.271,4.0,22.1,13.0,4.1,1.5,4.4,8.3,18.6,1.0,1.0,2.0
Bryan Warden,C,812,1,0.585,203577,2045,C PF ,RS JR,80.0,240,88.0,47.0,16,11,6,7,16,10,11,6,10,8,8,13,10,11,142,11,2,203577,2045,College,43,43,0.069,0.0,0.0,0.0,31.257,31.324,18.953,12.995099355531686,19.908029001074112,0.653,0.0,0.0788802363050483,0.0,12.995099355531686,19.827470461868955,0.655,5.818676154672396,8.07767185821697,0.72,3.672126745435016,13.639479095270737,17.311605840705752,0.8190118152524166,1.3206506293986862,4.1575419181196605,2.5761949516648763,5.95128638058142,11.605,2.787,25.523630504833516,0.3121643394199785,5.852242212674543,0.0,0.0,,12.76517185821697,19.162862513426425,0.666,0.2349624060150376,0.6662862513426423,0.353,59.584,59.819,19.20627225463481,9.486952306123472,19.31994851134255,0.497,0.2340393520453368,0.7021180561360103,0.333,9.251241244420669,18.62117387452147,0.497,0.5416339290192079,0.9712633109881476,0.558,8.241528611310786,16.48305722262157,0.5,0.4647352847757402,1.1651816312542835,0.399,2.9,0.2,3.2,2.0,1.4,3.4,2.4,0.2,2.6,0.678,0.004,0.406,9.1,32.0,20.9,2.8,1.3,7.3,9.9,23.9,3.2,-0.1,3.1
Colton Curran,C,829,1,0.561,213392,2045,C ,RS FR,82.5,255,88.0,30.0,17,10,5,5,16,12,7,15,8,9,3,12,11,11,139,11,3,213392,2045,College,38,43,0.0,0.0,0.0,0.0,25.697,25.697,11.327,8.929880754833482,16.783081850808475,0.532,0.0,0.0405202022151043,0.0,8.929880754833482,16.73484351483811,0.534,3.994134218346004,6.280631343341179,0.636,3.4538648554779456,11.271575858207514,14.72544071368546,1.1712267973603985,1.166158242267444,2.695292891068464,2.1533593177169763,4.803645209869869,6.836,3.569,17.319492146798908,0.0926176050630957,5.030293674989388,0.0405202022151043,0.0926176050630957,0.438,8.615366804306717,16.152124416316134,0.533,0.2701346814340292,0.4920310268976961,0.549,51.826,51.794,18.453874966212304,9.026142024172684,18.23184152604549,0.506,0.4054523690002703,1.0310074526006874,0.393,8.618758929605747,17.198903347878133,0.501,0.6236243580337492,1.3457157199675638,0.463,7.452600687338302,14.951538788276636,0.498,0.5386724331003592,0.8977873885005986,0.6,0.5,-0.6,-0.1,1.1,0.9,2.0,4.5,0.5,5.0,0.559,0.002,0.374,7.8,26.4,16.9,3.6,1.2,5.0,9.9,19.5,0.3,-0.4,-0.1
Craig Nichols,C,123,1,0.564,203549,2045,C ,RS JR,84.0,235,88.0,32.5,18,17,13,6,16,17,10,8,7,12,13,6,15,11,182,12,3,203549,2045,College,46,46,0.0,0.0,0.0,0.0,29.785,29.785,17.889,12.39571340005314,20.52254007616686,0.618,0.5756797449295901,1.498538659109025,0.384,11.827118944291913,19.022230094765742,0.622,6.314763971304579,6.931184128952263,0.911,3.81011425028784,13.407960199004975,17.218074449292814,0.536710654503587,1.812366737739872,3.1680881307746973,2.347002037020636,4.944918265813788,11.391,4.186,21.87228766274024,0.3064387565317509,5.430874147551148,0.2285005756797449,0.27101231068993,0.843,10.70587193339828,16.94446904614295,0.632,0.885661146045523,1.810291382517049,0.489,56.455,56.28,15.220326936744849,7.373845060412225,16.451670220326935,0.462,0.4601990049751244,0.9665955934612652,0.476,6.911869225302062,15.48862828713575,0.446,0.4619758351101634,0.8848614072494669,0.522,6.060767590618337,13.557213930348258,0.447,0.3855721393034826,1.041222459132907,0.37,2.9,1.4,4.3,1.7,1.4,3.1,3.5,5.1,8.6,0.672,0.073,0.338,9.0,32.4,20.6,1.8,1.8,6.1,9.1,23.7,2.9,2.2,5.1
Harvey Hays,C,853,1,0.568,200464,2045,C PF ,RS SR,81.5,235,85.0,30.5,13,12,9,6,10,19,5,8,14,8,11,15,9,17,154,11,2,200464,2045,College,31,41,0.0,0.0,0.0,0.0,23.732,23.732,8.976,7.742314214897596,14.904117928425448,0.532,0.3717876244727573,0.8479366873940078,0.438,7.370526590424838,14.051832847762752,0.525,3.66134713223464,5.62464669304692,0.651,2.4872809496890897,12.977297297297296,15.464578246986386,1.6436926555637692,0.8454054054054053,3.161081081081081,2.387267904509284,4.592432432432433,1.633,5.281,13.043005609427317,0.1087098317171805,4.665825977301387,0.0478323259555594,0.1065356350828369,0.449,6.418228464582337,12.675566378223246,0.506,0.8522850806626951,1.2719050310910118,0.67,45.994,46.25,13.656216216216215,6.75027027027027,16.244324324324324,0.42,0.1599999999999999,0.4216216216216216,0.379,6.590270270270271,15.82054054054054,0.417,0.8432432432432432,1.478918918918919,0.57,5.275675675675676,13.448648648648648,0.392,0.4713513513513513,0.8972972972972972,0.525,-0.1,1.8,1.7,1.0,1.5,2.5,2.5,4.4,6.9,0.561,0.057,0.377,5.7,28.4,17.4,5.0,0.8,5.6,12.1,18.0,-0.4,1.7,1.3
Marc Callahan,C,853,1,0.568,214251,2045,C ,RS FR,84.0,255,89.0,30.5,13,7,11,9,7,9,9,12,9,6,5,15,12,9,123,12,3,214251,2045,College,10,41,0.0,0.17,0.0,2.39,16.463,19.099,6.951,7.868974899303797,13.275894262316948,0.605,0.3254287924457841,1.040305156179146,0.313,7.54621355597642,12.227586758782577,0.617,2.47005788364587,4.291925631518579,0.576,1.6244765131105126,10.919601470509884,12.544077983620395,1.36573394862493,1.1668176248068625,3.7002504129149134,2.2166502173971034,5.525067931163089,-0.072,4.793,14.188161860812508,0.0,3.4463442609832224,0.0,0.0,,7.023393528768438,11.195283949958656,0.627,0.4561337992477794,1.042972605297554,0.437,37.489,37.538,17.670094304438173,8.713836645532528,18.12829665938516,0.488,0.2610687836325857,0.783206350897757,0.333,8.450103894720018,17.350418242847248,0.487,0.5834088124034312,0.8418136288560927,0.693,7.34189354787149,15.528264691779,0.473,0.5168096329053227,0.9723480206723852,0.532,-0.2,-0.4,-0.6,1.0,1.0,2.0,3.5,1.5,4.9,0.611,0.078,0.323,3.8,24.1,14.2,4.2,1.2,6.6,12.8,16.0,0.6,-0.7,-0.1
Scotty Ferrari,C,769,1,0.552,202238,2045,C pf ,RS JR,82.5,220,87.0,32.0,16,13,12,4,16,13,6,12,9,10,10,11,12,4,153,11,3,202238,2045,College,41,43,0.0,0.0,0.0,0.0,23.277,23.277,12.931,11.520293510662691,18.660857601467555,0.626,0.3210272873194222,0.9057555606512268,0.354,11.19926622334327,17.75739509286861,0.631,6.292134831460674,8.268745700527402,0.761,3.0405870213253845,11.796858783643534,14.83744580496892,0.9630818619582664,0.7057358333909914,2.0918379113909453,2.1898647099289152,4.6126525058234735,7.372,4.303,20.050447145150198,0.2132538408621875,6.771382710387526,0.0,0.0,,9.97019032332034,15.411602843384545,0.647,1.1740426507681725,2.348085301536345,0.5,43.61,43.359,16.197329274199127,7.99372679259208,15.768352591157544,0.514,0.2144883415207915,0.4266703567886712,0.503,7.779238451071288,15.33937590811596,0.507,0.9086925436472244,1.4506792130814825,0.626,6.386217394312599,13.139140662838164,0.486,0.4820221868585529,0.7472497059434028,0.645,2.8,0.0,2.8,1.5,0.9,2.4,3.0,0.3,3.3,0.665,0.049,0.443,7.3,28.5,17.9,3.3,0.7,4.1,8.9,22.3,3.3,-1.0,2.3
Sam Tucker,C,252,1,0.552,200978,2045,C pf ,RS SR,84.0,255,86.0,32.5,15,13,7,8,13,9,8,8,10,5,12,14,12,10,144,10,2,200978,2045,College,36,42,0.0,0.0,0.0,0.047,26.071,26.119,14.809,11.803833827175424,20.543831005220618,0.575,0.0,0.0987684182943298,0.0,11.803833827175424,20.44304690492028,0.577,6.238535808590838,8.830702868315496,0.706,3.404486908145371,11.462235649546828,14.866722557692198,0.6692064259942353,0.8136958710976838,2.302114803625378,2.7816411682892905,5.995971802618328,3.143,2.471,22.847755538086314,0.0,6.143798754308521,0.0987684182943298,0.1451291044324847,0.681,11.324101509745825,19.38481385176675,0.584,0.3829795811412792,0.9110882667150432,0.42,49.611,49.65,17.83887210473313,8.821752265861027,17.550855991943607,0.508,0.1933534743202417,0.8157099697885197,0.237,8.634441087613293,16.735146022155085,0.516,0.2356495468277945,0.6203423967774421,0.38,7.816717019133937,15.009063444108762,0.521,0.5800604229607251,1.1037260825780466,0.526,1.8,-0.5,1.3,1.3,0.8,2.1,-0.1,-1.5,-1.5,0.611,0.005,0.43,8.5,26.6,17.9,2.3,0.8,4.3,10.2,25.2,0.4,-2.2,-1.8
Ryan DeHart,C,818,2,0.56,198996,2045,C PF sf ,RS SR,82.0,260,85.0,37.0,17,7,8,9,13,19,14,14,4,13,9,7,10,12,156,11,3,198996,2045,College,36,38,0.0,0.0,0.0,0.0,27.632,27.632,17.104,12.835893411069998,20.94778936353104,0.614,0.0467167470194715,0.0467167470194715,1.0,12.78730799416975,20.89733527675001,0.612,6.245094741562955,9.984303173001456,0.625,4.28299136674515,12.767455215724052,17.050446582469203,0.444743431625369,2.239676923361924,2.780607991700783,2.5600777366670404,5.018432411404013,5.499,3.28,24.786037298650815,0.0990395036812796,6.491759165825766,0.0485854169002503,0.14762492058153,0.329,12.29397914564413,20.065777179803412,0.613,0.3942893448443397,0.6858018462458422,0.575,53.514,53.981,13.549211759693224,6.626405587151034,14.52733369148404,0.466,0.2926955780737666,0.7836090476278691,0.374,6.339267520053352,13.747429651173562,0.461,0.729886441525722,1.170782312295067,0.623,5.4093106833886,11.894925992478836,0.455,0.1945128841629462,0.6817213463996591,0.285,2.6,1.5,4.1,1.6,1.4,3.0,3.9,6.5,10.3,0.631,0.002,0.477,9.7,30.0,19.7,1.7,2.2,5.2,9.2,25.2,2.5,2.7,5.2
Luuk Van Dam,C,357,2,0.552,219062,2045,C ,RS JR,82.0,235,89.0,31.5,17,11,8,12,14,14,6,5,11,9,7,13,11,10,148,12,3,219062,2045,College,38,38,0.0,0.052,0.025,0.0,24.524,24.607,12.787,9.76641353455734,16.79707776602903,0.581,0.0,0.0,,9.76641353455734,16.79707776602903,0.581,5.0600788234163225,8.445640680572911,0.599,3.237527636258771,13.674916439653009,16.91244407591178,0.8612900124963953,2.490388145056898,2.0344287949921758,2.4281457271940785,6.306149655132439,8.394,2.808,19.327117177737197,0.1018936845140824,5.817552629049312,0.04998558108238,0.1018936845140824,0.491,9.56647121022782,15.837739113717197,0.604,0.0999711621647601,0.859367490147073,0.116,52.015,51.759,16.572963156166075,8.083618307927123,16.57489518731042,0.5,0.4037945091674878,1.32150930272996,0.306,7.675959736470951,15.253385884580458,0.503,0.1004656195057864,0.457891381209065,0.219,7.0190691473946565,13.27112193048552,0.529,0.5583570007148515,1.5243725728858748,0.366,1.0,0.9,2.0,1.1,1.1,2.2,3.4,5.2,8.7,0.599,0.0,0.503,7.8,30.8,19.6,2.8,2.5,3.9,10.6,21.1,1.3,1.5,2.8
Ramiro Delgado,C,357,2,0.552,209319,2045,C pg ,RS SO,81.0,245,87.0,29.5,6,10,15,5,15,9,9,5,13,12,9,17,12,14,143,12,3,209319,2045,College,5,42,0.595,1.737,0.0,0.952,13.572,16.954,5.405,5.418552990467621,10.851165537215644,0.583,1.810870848916008,3.883249444647527,0.466,3.621741697832016,6.965104181312038,0.52,2.5504035092652475,4.0125973624272415,0.636,2.8147231673368385,12.3061714447112,15.120894612048035,3.008745044006411,2.355599491597232,2.081626888857506,2.8119112560807578,4.101115661629713,2.525,10.422,6.025925821781064,1.2034980176025645,4.021033096195484,0.3346174394736101,0.4021033096195483,0.832,2.67131569327672,5.086747462250091,0.525,0.604560920057363,1.473441498186317,0.41,35.563,35.405,17.011721508261544,8.069481711622654,15.86781528032764,0.536,0.8784070046603587,2.7594972461516734,0.318,7.193899166784353,13.11679141364214,0.548,0.4660358706397401,0.6693969778279903,0.696,5.784493715576896,10.690580426493431,0.541,0.9405451207456574,1.7455161700324813,0.539,-0.2,0.0,-0.2,0.8,0.9,1.7,1.8,1.8,3.6,0.602,0.358,0.37,6.7,27.5,17.4,8.5,2.4,4.0,18.2,14.1,0.2,1.8,2.0
