name,Primary_Position,team_id,conference_id,SOS,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,player_id.1,season_id.1,game_type,GS,GP,PG_Min,SG_Min,SF_Min,PF_Min,C_Min,Min,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,AOBPM,ADBPM,ABPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P,OPM+,DPM+,EPM+
Tyreke Faulkner,PF,123,1,0.564,201923,2045,PF c ,RS JR,83.0,245,87.25,29.5,7,15,8,11,16,12,6,5,6,4,11,14,8,6,131,10,1,201923,2045,College,46,46,0.0,0.0,0.0,24.586,0.0,24.586,7.718,6.196718502334746,12.66546716360365,0.506,0.4176841023004755,1.2573362464122009,0.332,5.77260849076811,11.408130917191448,0.506,3.724885404618087,4.611660883348328,0.808,2.65390052692456,12.567436861902204,15.221337388826765,0.6982821402561795,0.7909725953788286,2.1966684578183773,1.863513687186737,4.021493820526599,5.26,5.901,9.126933127704238,0.0,3.585657370517928,0.0963886389924174,0.0963886389924174,1.0,4.423167544874267,8.662125690785246,0.511,1.2080709420382985,2.65390052692456,0.455,46.686,46.525,17.84416980118216,8.739387426114991,17.19290703922622,0.519,0.3718430951101558,0.9306824288017196,0.4,8.365394948952176,16.264373992477164,0.514,0.4191295002686728,0.6985491671144546,0.6,7.150994089199355,13.783987103707684,0.519,0.7931219774314885,1.7775389575497045,0.446,-0.2,0.6,0.5,0.9,1.0,1.9,4.5,0.2,4.6,0.563,0.099,0.364,6.3,30.4,18.2,2.0,0.8,4.2,11.3,15.1,1.5,0.1,1.6
Hugh Smith,PF,853,1,0.568,199719,2045,PF SF c ,RS SR,81.0,195,87.25,31.0,13,14,19,13,16,7,15,9,14,13,13,17,10,9,179,13,3,199719,2045,College,25,35,0.0,0.0,1.572,20.771,0.0,22.342,11.257,9.647934225937576,17.780125393289392,0.574,1.116138070413155,3.41960820338516,0.326,8.531796155524423,14.372000091863216,0.594,5.44748868934157,6.299520014698114,0.865,3.674528626874584,13.196159122085046,16.87068774895963,1.508853317410376,1.2437128486511204,1.241426611796982,2.7558964701559376,4.96342021033379,-0.83,6.469,14.305399260501114,0.6568219920538317,4.659761614955332,0.459316078359323,0.5236203293296282,0.877,6.694531842087133,11.813609535401786,0.567,1.3733550742943756,2.034770227131801,0.675,43.543,43.74,15.411522633744854,7.64288980338363,14.435299497027891,0.534,0.130315500685871,0.7178783721993598,0.182,7.512574302697759,13.719707361682673,0.548,0.6561499771376313,1.1728395061728394,0.559,6.399176954732509,11.36488340192044,0.563,0.4549611339734796,1.1796982167352537,0.386,1.9,1.2,3.1,1.4,1.3,2.7,-0.2,0.3,0.1,0.629,0.192,0.354,8.5,29.2,19.2,4.9,1.2,2.2,11.8,21.3,1.9,-0.1,1.8
Benjamin Cantu,PF,853,1,0.568,205319,2045,PF C ,RS JR,82.5,225,83.25,32.0,16,12,9,9,10,8,6,9,10,8,12,13,11,8,141,12,2,205319,2045,College,20,42,0.0,0.0,0.0,20.189,0.857,21.071,10.381,9.779149153283608,17.646201316844433,0.569,0.5223644889331617,1.6764255691343326,0.312,9.25435506207634,15.967346145435991,0.58,5.148327218834278,6.883063242547196,0.748,3.238659831385602,10.541476048701377,13.78013588008698,1.3848732962414052,2.0719870258756323,0.8665553215694818,2.777035399305134,4.20448769152567,0.118,5.684,16.07667824777084,0.2308122160402342,4.915085400519936,0.0,0.1725017614616487,0.0,8.041983527296583,13.01780898466921,0.618,1.2148011370538645,2.774605797031026,0.438,41.159,41.313,20.62546898070825,10.08641347759785,17.28995715634304,0.597,0.4599036622854791,1.1497591557136977,0.4,9.624089269721395,16.132936363856412,0.597,1.3240384382639847,1.730690097547987,0.765,7.89097862658243,13.484859487328444,0.585,0.4042311136930264,0.9198073245709584,0.439,1.4,-1.3,0.1,1.3,0.6,1.9,1.8,-2.9,-1.0,0.61,0.095,0.39,7.5,23.2,15.6,4.5,2.1,1.5,11.8,21.5,1.4,-0.3,1.1
Lionel Hampton,PF,769,1,0.552,201621,2045,PF sf c ,RS JR,80.0,235,82.0,34.5,11,11,14,13,8,16,9,14,7,10,7,9,12,13,156,12,3,201621,2045,College,7,42,0.0,0.0,0.0,23.358,0.214,23.57,9.238,7.601584606677986,15.305036785512169,0.557,1.8358800226372385,4.038483305036785,0.455,5.767968307866441,11.26428975664969,0.512,3.877758913412564,5.71137521222411,0.679,1.890209394453877,8.627728236823499,10.517937631277375,1.5099037917374083,2.989942299359135,2.278377083951012,2.102999434069044,3.580632654457545,5.93,8.992,9.272212790039616,0.11092246745897,4.579513299377477,0.0498019241652518,0.11092246745897,0.449,4.577249575551782,8.516129032258066,0.537,1.1318619128466327,2.641765704584041,0.428,44.175,43.847,14.983921362921066,7.382489109859283,14.605332177800076,0.513,0.2189431432024996,0.7024425844413529,0.312,7.168107282140168,13.900608935617033,0.516,0.6545487718658061,1.4162884575911692,0.462,6.080233539352749,11.67240632198326,0.521,0.4333249709216138,0.8141948137842954,0.532,0.8,-0.3,0.4,0.9,0.7,1.6,6.2,6.6,12.8,0.587,0.264,0.373,4.6,20.8,12.6,4.5,3.0,4.4,10.6,18.2,1.8,3.9,5.7
Peter Givens,PF,252,1,0.552,213443,2045,PF C ,RS FR,84.0,245,89.0,25.0,16,11,10,7,15,13,8,7,10,8,6,13,6,11,141,13,3,213443,2045,College,41,42,0.0,0.0,0.0,27.311,0.358,27.667,11.81,8.704310031209912,16.275106745553067,0.536,0.0459532425756792,0.1818982518620636,0.253,8.660271507074885,16.093208493691,0.538,5.150592605357383,7.159132249602696,0.719,3.1937503590097074,11.433600551016896,14.6273509100266,0.6395159591782029,0.864790403122429,1.5937398358428834,3.1018438738583494,4.920886984139131,5.976,3.119,16.502958239990807,0.0,5.698202079384227,0.0,0.0,,8.254351197656383,15.319662243667068,0.539,0.4097497462998066,0.7735462500239341,0.53,52.227,52.267,18.45141293741749,8.88323416304743,16.536246580060077,0.558,0.6830313582183787,1.8233302083532628,0.375,8.196376298620542,14.71100311860256,0.557,0.6371132837163028,0.8207855817246063,0.776,6.834140088392293,12.52606807354545,0.546,0.7308626858247077,1.364149463332504,0.536,0.3,-0.3,0.0,0.8,0.6,1.4,-1.7,-4.2,-5.9,0.582,0.011,0.44,7.9,26.3,17.5,2.0,0.9,3.0,13.8,20.8,-0.4,-2.0,-2.4
Armando Lopez,PF,357,2,0.552,212530,2045,PF pg c ,RS SR,81.0,215,85.0,34.0,13,8,9,8,11,12,8,12,12,12,7,9,17,10,147,12,3,212530,2045,College,31,39,0.051,0.435,0.0,18.999,2.794,22.333,8.846,7.19680985737193,14.062368132331844,0.514,0.0527470672630601,0.0527470672630601,1.0,7.141952907418347,14.011730947759304,0.51,4.2218752637353365,6.112330154443412,0.691,2.8124736264663683,10.445797704173652,13.25827133064002,2.3799476749092747,2.395552632137325,2.230049438774428,1.9432019579711368,4.570434339790787,5.77,3.28,13.853489745970125,0.2130981517427631,5.356992151236391,0.0506371845725377,0.1624609671702253,0.312,6.873997805722001,12.986327960165417,0.529,0.2152080344332855,0.8650519031141868,0.249,47.396,47.129,16.70309151477859,8.001442848352394,15.559422011924717,0.537,0.706571325510832,2.0157440217275986,0.351,7.288506015404527,13.547921661821809,0.538,0.1103354622419317,0.3246408792887606,0.34,6.149080184175349,11.260582656114073,0.546,1.0312122047995926,1.9542107831695985,0.528,1.1,-0.1,0.9,1.0,0.7,1.7,7.7,4.3,12.0,0.557,0.004,0.435,6.8,23.6,15.4,7.2,2.4,4.3,10.4,17.2,2.1,1.7,3.8
Craig Parker,PF,357,2,0.552,212607,2045,PF pg sf ,RS FR,79.0,215,83.0,25.0,13,11,13,14,4,10,6,7,12,11,9,12,11,5,138,12,3,212607,2045,College,0,33,0.0,0.151,2.968,12.395,0.181,15.698,5.424,5.862089804798452,13.45561128905542,0.494,1.5591950202453615,4.121593038012933,0.378,4.302894784553091,9.340061642593824,0.461,3.115368344715053,4.218287302834351,0.739,1.009246389073548,6.0628129267182524,7.072059315791801,1.3718498821538647,0.7343346988317403,0.7282658170232135,2.56541971354324,4.87027765134274,1.606,9.93,6.587296790959087,0.9155738200277996,3.390342660300961,0.1843234423158276,0.2749743155859068,0.67,3.109324953163715,6.405995044418927,0.485,1.006224693297879,2.6560705868133194,0.379,33.094,32.955,18.391746320740403,8.824154149597936,16.094674556213022,0.571,0.7343346988317403,2.1150053102715822,0.347,8.09285389167046,13.979669245941436,0.579,0.3671673494158701,0.6402670307995753,0.573,6.159915035654681,9.83765741162191,0.626,1.5627370656956456,3.492641480807161,0.447,-1.2,-2.7,-3.9,0.4,0.1,0.5,-0.5,-4.2,-4.7,0.535,0.306,0.313,2.4,13.6,8.2,3.9,0.7,1.4,14.4,16.4,-1.1,-4.0,-5.1
Tim Peterson,PF,285,2,0.539,207967,2045,PF C ,RS SO,80.0,225,83.0,31.0,9,11,13,12,8,11,11,9,13,12,12,6,6,8,146,12,3,207967,2045,College,1,38,0.0,0.0,0.0,18.974,2.922,21.843,5.262,4.963184479682357,9.78564069057372,0.524,0.3317166335787702,1.256502399919584,0.264,4.628954841303747,8.531651295453974,0.543,2.9829366974090923,4.038398713341543,0.739,2.314477420651873,8.50295469468155,10.817432115333425,2.7140451838263013,1.525329562099096,2.926915500782868,3.239263186992688,6.447295317945351,-0.107,6.299,7.405825145126027,0.0,3.77453320935843,0.0653381247958183,0.1985273791872942,0.329,3.6413439549669535,6.875581132359963,0.53,0.927298771140653,1.4474907647073605,0.641,39.793,39.598,16.152330925804335,7.841305116420022,17.412495580584878,0.464,0.4621445527551896,1.1945047729683318,0.387,7.37410980352543,16.217990807616545,0.455,0.1313197636244254,0.7980201020253548,0.165,6.3134501742512255,13.955250265164906,0.452,0.9318652457194808,1.4596696802868832,0.638,-0.9,-0.3,-1.1,0.3,0.5,0.8,-0.6,1.2,0.6,0.572,0.128,0.413,5.0,20.0,12.2,8.1,1.5,5.3,21.9,13.3,-0.4,-0.6,-1.0
Raymond Burger,PF,65,2,0.549,213996,2045,PF C ,RS FR,83.0,260,86.0,27.5,8,14,10,10,12,6,11,8,12,9,10,6,11,8,143,12,3,213996,2045,College,30,42,0.0,0.0,0.976,18.26,5.119,24.334,7.808,6.465900997150998,13.245637464387464,0.536,1.2686965811965811,3.1272257834757835,0.406,5.19275284900285,10.120637464387466,0.513,3.1784188034188032,4.186698717948718,0.759,3.1784188034188032,11.144028155210052,14.322446958628856,1.8496260683760684,1.590412972780327,1.0068160555976302,2.70210113960114,4.348019779926048,1.999,9.207,6.895477207977208,0.4785434472934473,3.812767094017095,0.0,0.1580306267806267,0.0,3.3943198005698005,6.412482193732194,0.529,1.753917378917379,3.552350427350428,0.494,44.928,44.894,20.20314518643917,9.760769813338085,16.973314919588365,0.595,0.6927429055107587,2.1205506303737693,0.327,9.068026907827326,14.850536820065042,0.611,0.423219138414933,0.5813694480331447,0.728,8.009979061789995,12.830222301421127,0.624,0.6370561767719517,1.4300351940125628,0.445,0.1,-1.0,-0.9,0.7,0.4,1.1,0.8,-3.5,-2.7,0.576,0.236,0.316,6.8,24.5,15.6,5.8,1.6,1.9,15.2,16.0,0.6,-1.1,-0.5
Fred Nygard,PF,77,2,0.574,210501,2045,PF C ,SO,84.0,225,88.0,28.0,6,8,1,5,7,7,5,12,5,2,0,5,2,6,73,6,0,210501,2045,College,22,40,0.0,0.0,0.0,21.325,2.148,23.475,2.575,2.407373440939105,6.364636830520909,0.387,0.1146368305209097,0.4012289068231842,0.286,2.290443873807777,5.961115187087308,0.384,0.9767057960381512,1.8387747615553929,0.531,1.7768708730741014,10.99928605974068,12.77615693281478,2.295029347028613,0.9212132378342276,1.6121231662098985,4.239269992663243,4.77649063817047,-11.5,7.934,3.5583272193690387,0.0,2.980557593543654,0.0,0.0527329420396184,0.0,1.717259721203228,4.298881144534116,0.399,0.5135730007336757,1.6049156272927367,0.32,43.616,43.421,19.230326339789503,9.272011238801502,17.272748209391768,0.557,0.6886068952810851,1.444001750305152,0.477,8.585707376615002,15.8310494921812,0.542,0.8060615831049491,1.3265470624812878,0.608,7.199281453674489,13.244743326961608,0.544,0.5734552405518067,1.2666682020220632,0.453,-4.6,-0.6,-5.2,-0.1,0.9,0.8,-7.3,-7.6,-14.9,0.411,0.063,0.289,3.9,24.6,14.2,7.7,0.9,2.8,37.1,10.5,-4.6,-1.9,-6.5
Freddy Kelly,PF,510,2,0.542,208958,2045,PF c ,RS SO,80.5,215,80.25,31.5,15,9,12,7,12,11,5,8,6,4,10,15,16,9,135,12,3,208958,2045,College,34,42,0.0,0.0,0.0,26.167,0.119,26.308,12.262,10.39978775943348,18.366972102610152,0.567,0.0448970429174914,0.4408073304626436,0.102,10.354890716515987,17.930246321503642,0.578,4.177465766004776,6.461092630762638,0.647,2.475459684496235,11.587913202190226,14.06337288668646,0.5346829656537622,1.1579801257351447,1.2553234638004462,3.448909205934573,5.023321841411478,-3.262,4.597,19.338380849370424,0.3877471888328809,4.810105916205792,0.2408114120119997,0.3877471888328809,0.621,9.377359645721516,16.377216791494053,0.573,0.6816187424746435,1.1652823411767106,0.585,49.001,49.31,15.453254917866555,7.629284120867978,15.64794159399716,0.494,0.1926586899209085,1.1539241533157572,0.167,7.430541472317988,14.485905495842626,0.513,0.2900020279862096,0.914621780571892,0.317,6.223889677550192,11.346582843236664,0.549,0.916649766781586,2.2226728858243767,0.412,0.1,0.9,1.0,0.6,0.8,1.4,-3.7,-0.8,-4.5,0.59,0.024,0.352,5.6,25.9,15.8,2.0,1.2,2.2,14.0,22.6,-1.3,0.1,-1.2
